spite,"n. 不顾；恶意；怨恨
vt. 刁难；使恼怒"
zigzag,"n. 之字形；Z字形
vt. 使成之字形；使曲折行进
vi. 曲折行进；作之字形行进
adj. 曲折的；锯齿形的；之字形的
adv. 曲折地；之字形地；Z字形地"
poultry,"n. 家禽
家禽肉"
airborne,adj.  空运的；空气传播的；风媒的
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
seemingly,adv. 看来似乎；表面上看来
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
formal,"n. 正式的社交活动；夜礼服
adj. 正式的；拘谨的；有条理的"
refusal,n. 拒绝；优先取舍权；推却；取舍权
disclose,vt. 公开；揭露
obtain,"vi. 获得；流行
vt. 获得"
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
booklet,n. 小册子
finite,"n. 有限之物
adj. 有限的；限定的"
addition,n. 添加； 加法；增加物
optical,adj. 光学的；眼睛的，视觉的
compact,"n. 合同，契约；小粉盒
adj. 紧凑的，紧密的；简洁的
vt. 使简洁；使紧密结合"
cylinder,n. 圆筒；汽缸； 柱面；圆柱状物
virtual,adj.  虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
ore,n. 矿；矿石
conform,"adj. 一致的；顺从的
vi. 符合；遵照；适应环境
vt. 使遵守；使一致；使顺从"
continual,adj. 持续不断的；频繁的
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表"
overt,adj. 明显的；公然的；蓄意的
shrug,"n. 耸肩
vi. 耸肩
vt. 耸肩，耸肩表示"
layman,n. 外行；门外汉；俗人；一般信徒
pathetic,adj. 可怜的，悲哀的；感伤的；乏味的
dreadful,adj. 可怕的；糟透的，令人不快的
haunt,"n. 栖息地；常去的地方
vt. 常出没于…；萦绕于…；经常去…
vi. 出没；作祟"
diffuse,"vt. 扩散；传播；漫射
adj. 弥漫的；散开的
vi. 传播；四散"
nurture,"vt. 养育；鼓励；培植
n. 养育；教养；营养物"
buzz,"n. 嗡嗡声
vt. 使嗡嗡叫；暗中散布
vi. 作嗡嗡声；东奔西忙
n. 网络口碑（消费者或网民对于品牌、产品等广告主在乎的事情在网上发出的各种声音）"
cannon,"n. 大炮；加农炮；榴弹炮；机关炮
vt. 炮轰
vi. 炮轰；开炮"
reference,"n. 参考，参照；涉及，提及；参考书目；介绍信；证明书
vt. 引用
vi. 引用"
exile,"n. 流放，充军；放逐，被放逐者；流犯
vt. 放逐，流放；使背井离乡"
accident,n. 事故；意外； 意外事件；机遇
decade,n. 十年，十年期；十
prophet,n. 先知；预言者；提倡者
corrupt,"adj. 腐败的，贪污的；堕落的
vt. 使腐烂；使堕落，使恶化
vi. 堕落，腐化；腐烂"
gloom,n. 昏暗；阴暗
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
shed,"n. 小屋，棚；分水岭
vt. 流出；摆脱；散发；倾吐
vi. 流出；脱落；散布"
offensive,"adj. 攻击的；冒犯的；无礼的；讨厌的
n. 攻势；攻击"
virtual,adj.  虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
bizarre,adj. 奇异的（指态度，容貌，款式等）
conception,n. 怀孕；概念；设想；开始
furthermore,adv. 此外；而且
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
beyond,"prep. 超过；越过；那一边；在...较远的一边
n. 远处
adv. 在远处；在更远处"
draft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
vt. 起草；制定；征募
vi. 拟稿；绘样；作草图
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的"
coupon,n. 息票；赠券；联票； 配给券
monopoly,n. 垄断；垄断者；专卖权
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
visa,"n. 签证
vt. 签发签证"
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
exotic,adj. 异国的；外来的；异国情调的
paragraph,"n. 段落；短评；段落符号
vt. 将…分段"
element,n. 元素；要素；原理；成分；自然环境
rely,vi. 依靠；信赖
ancient,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
extent,n. 程度；范围；长度
acquire,vt. 获得；取得；学到；捕获
formula,n.  公式，准则；配方；婴儿食品
navigate,"vt. 驾驶，操纵；使通过；航行于
vi. 航行，航空"
glance,"n. 一瞥；一滑；闪光
vt. 扫视；瞥见；擦过
vi. 扫视，匆匆一看；反光；瞥闪，瞥见"
convince,vt. 说服；使确信，使信服
intercourse,n. 性交；交往；交流
elastic,"n. 松紧带；橡皮圈
adj. 有弹性的；灵活的；易伸缩的"
magnetic,adj. 地磁的；有磁性的；有吸引力的
corresponding,"adj. 相当的，相应的；一致的；通信的
v. 类似（correspond的ing形式）；相配"
aisle,n. 通道，走道；侧廊
flip,"n. 弹；筋斗
vi. 用指轻弹；蹦跳
adj. 无礼的；轻率的
vt. 掷；轻击"
impulse,"n. 冲动； 脉冲；刺激；神经冲动；推动力
vt. 推动"
visualize,"vt. 形象，形象化；想像，设想
vi. 显现"
rap,"n. 轻敲
vi. 敲击；交谈
vt. 抢走；轻敲；敲击致使；使着迷"
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
assimilate,"vt. 吸收；使同化；把…比作；使相似
vi. 吸收；同化"
heave,"n. 举起；起伏；投掷；一阵呕吐
vt. 举起；使起伏；投掷；恶心；发出（叹息等）
vi. 起伏；举起；喘息；呕吐"
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
tropic,"n. 热带；回归线
adj. 热带的"
ecosystem,n. 生态系统
allude,vi. 暗指，转弯抹角地说到；略为提及，顺便提到
snap,"n. 猛咬；劈啪声；突然折断
adj. 突然的
vt. 突然折断，拉断；猛咬；啪地关上
vi. 咬；厉声说；咯嗒一声关上"
carton,"n. 纸板箱；靶心白点
vt. 用盒包装
vi. 制作纸箱"
livestock,n. 牲畜；家畜
venue,n. 审判地；犯罪地点；发生地点；集合地点
faction,n. 派别；内讧；小集团；纪实小说
optic,"adj. 光学的；视觉的；眼睛的
n. 眼睛；镜片"
lime,"n. 石灰；酸橙；绿黄色
vt. 撒石灰于；涂粘鸟胶于
adj. 绿黄色的"
greed,n. 贪婪，贪心
parachute,"n. 降落伞
vi. 跳伞
空投"
gorge,"n. 峡谷；胃；暴食；咽喉；障碍物
vt. 使吃饱；吞下；使扩张
vi. 拚命吃；狼吞虎咽"
retaliate,"vi. 报复；回敬
vt. 报复"
merchandise,"n. 商品；货物
vt. 买卖；推销
vi. 经商"
parish,"n. 教区
地方行政区"
obsession,n. 痴迷；困扰； 强迫观念
annex,"n. 附加物；附属建筑物
vt. 附加；获得；并吞"
unveil,"vt. 使公之于众，揭开；揭幕
vi. 除去面纱；显露"
heroin,n.  海洛因，吗啡
portfolio,n. 公文包；文件夹；证券投资组合；部长职务
jurisdiction,n. 司法权，审判权，管辖权；权限，权力
trauma,n.  创伤（由心理创伤造成精神上的异常）；外伤
ape,"n.  猿；傻瓜；模仿者
vt. 模仿；抢台词
adj. 狂热的"
helmet,n. 钢盔，头盔
indict,vt. 控告，起诉； 揭发
allergic,adj. 对…过敏的；对…极讨厌的
peddle,"vt. 叫卖；兜售；散播
vi. 沿街叫卖；忙于琐事"
proximate,adj. 近似的；最近的
demographic,adj. 人口统计学的；人口学的
apprentice,"n. 学徒；生手
vt. 使…当学徒
vi. 当学徒"
viable,adj. 可行的；能养活的；能生育的
conducive,adj. 有益的；有助于…的
bloc,n. 集团
fascist,"n. 法西斯主义者；法西斯党员
adj. 法西斯主义的，法西斯党的"
deter,vt. 制止，阻止；使打消念头
noteworthy,adj. 值得注意的；显著的
scrutinize,"n. 仔细或彻底检查
vt. 详细检查；细看
vi. 细阅；作详细检查"
mar,"vt. 损毁；损伤；糟蹋；玷污
n. 污点；瑕疵"
appall,vt. 使胆寒；使惊骇
stoop,"n. 弯腰，屈背；屈服
vt. 辱没，堕落；俯曲
vi. 弯腰；屈服；堕落"
cub,"n. 幼兽；不懂规矩的年轻人
vi. 生育幼兽"
vibrate,"vt. 使振动；使颤动
vi. 振动；颤动；摇摆；踌躇"
emulate,"n. 仿真；仿效
vt. 仿真；模仿；尽力赶上；同…竞争"
vaccine,"n. 疫苗；牛痘苗
adj. 疫苗的；牛痘的"
cliche,"n. 陈词滥调； 铅版；陈腐思想
adj. 陈腐的"
tenure,"n. 任期；占有
vt. 授予…终身职位"
celebrity,n. 名人；名声
apron,"n. 围裙； 停机坪；舞台口
vt. 着围裙于；围绕"
judiciary,"n. 司法部；法官；司法制度
adj. 司法的；法官的；法院的"
stagnate,"vt. 使淤塞；使沉滞；使萧条
vi. 停滞；淤塞；变萧条"
enact,vt. 颁布；制定法律；扮演；发生
plight,"n. 困境；境况；誓约
vt. 保证；约定"
coral,"n. 珊瑚；珊瑚虫
adj. 珊瑚的；珊瑚色的"
revolt,"n. 反抗；叛乱；反感
vt. 使反感；使恶心
vi. 反抗；反叛；反感，厌恶"
conceit,"n. 自负；狂妄；幻想
vt. 幻想"
idol,n. 偶像，崇拜物；幻象；谬论
futile,adj. 无用的；无效的；没有出息的；琐细的；不重要的
eminent,adj. 杰出的；有名的；明显的
equity,n. 公平，公正；衡平法；普通股；抵押资产的净值
sanitation,n.  环境卫生；卫生设备；下水道设施
subsistence,n. 生活；生存；存在
dismantle,"vt. 拆除；取消；解散；除掉…的覆盖物
vi. 可拆卸"
disarm,"vt. 解除武装；裁军；缓和
vi. 放下武器；裁减军备"
discourse,"n. 论述；谈话；演讲
vt. 说出；演奏出
vi. 演说；谈论；讲述"
sprawl,"n. 蔓生；伸开手足躺卧姿势
vt. 懒散地伸开；使蔓生
vi. 蔓延；伸开手足躺；无计划地扩展"
martyr,"vt. 牺牲；折磨；杀害
n. 烈士；殉道者"
frown,"n. 皱眉，蹙额
vt. 皱眉，蹙额
vi. 皱眉；不同意"
practitioner,n. 开业者，从业者，执业医生
jargon,n. 行话，术语；黄锆石
cult,n. 祭仪（尤其指宗教上的）；礼拜；狂热信徒
rhetoric,"n. 修辞，修辞学；华丽的词藻
adj. 花言巧语的"
allure,"n. 诱惑力
vt. 引诱，诱惑；吸引
vi. 诱人，吸引人"
adopt,"vi. 采取；过继
vt. 采取；接受；收养；正式通过"
intact,adj. 完整的；原封不动的；未受损伤的
indispensable,"n. 不可缺少之物；必不可少的人
adj. 不可缺少的；绝对必要的；责无旁贷的"
predecessor,n. 前任，前辈
exclusive,"n. 独家新闻；独家经营的项目；排外者
adj. 独有的；排外的；专一的"
vital,adj. 至关重要的；生死攸关的；有活力的
correspondence,n. 通信；一致；相当
accomplish,vt. 完成；实现；达到
vivid,adj. 生动的；鲜明的；鲜艳的
vocal,"adj. 直言不讳的
adj. 歌唱的；声音的，有声的
n. 声乐作品；元音"
vocational,adj. 职业的，行业的
comet,n.  彗星
kit,"n. 工具箱；成套工具
vt. 装备
vi. 装备"
racial,adj. 种族的；人种的
prey,"n. 捕食；牺牲者；被捕食的动物
vi. 捕食；掠夺；折磨"
economic,adj. 经济的，经济上的；经济学的
ascribe,vt. 归因于；归咎于
phenomenon,n. 现象；奇迹；杰出的人才
void,"n. 空虚；空间；空隙
adj. 空的；无效的；无人的
vt. 使无效；排放"
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
cripple,"n. 跛子；残废
vt. 削弱；使跛；使残废
adj. 跛的；残废的"
expert,"n. 专家；行家；能手
adj. 熟练的；内行的；老练的
vt. 当专家；在…中当行家"
instinct,"n. 本能，直觉；天性
adj. 充满着的"
absurd,"n. 荒诞；荒诞作品
adj. 荒谬的；可笑的"
incorporate,"vt. 包含，吸收；体现；把……合并
adj. 合并的；一体化的；组成公司的
vi. 合并；混合；组成公司"
mature,"adj. 成熟的；充分考虑的；到期的；成年人的
vi. 成熟；到期
vt. 使…成熟；使…长成；慎重作出"
effective,adj. 有效的，起作用的；实际的，实在的；给人深刻印象
negligible,adj. 微不足道的，可以忽略的
disease,"n. 病， 疾病；弊病
vt. 传染；使…有病"
paradox,n. 悖论，反论；似非而是的论点；自相矛盾的人或事
shepherd,"n. 牧羊人；牧师；指导者
vt. 牧羊；带领；指导；看管"
volume,"n. 量；体积；卷；音量；大量；册
adj. 大量的
vt. 把…收集成卷
vi. 成团卷起"
emerge,vi. 浮现；摆脱；暴露
loom,"n. 织布机；若隐若现的景象
vi. 可怕地出现；朦胧地出现；隐约可见
vt. 在织布机上织"
jury,"n.  陪审团；评判委员会
adj. 应急的"
database,n. 数据库，资料库
pest,n. 害虫；有害之物；讨厌的人
herb,n. 香草，药草
massacre,"vt. 残杀；彻底击败
n. 大屠杀；惨败"
air-conditioning,n. 空调系统；空气调节
mortgage,"vt. 抵押
n. 抵押
房屋抵押贷款"
defendant,"n. 被告
adj. 辩护的；为自己辩护的"
interrupt,"n. 中断
vt. 中断；打断；插嘴；妨碍
vi. 打断；打扰"
quantitative,adj. 定量的；量的，数量的
package,"n. 包，包裹；套装软件， 程序包
adj. 一揽子的
vt. 打包；将…包装"
elevate,vt. 提升；举起；振奋情绪等；提升…的职位
hitherto,adv. 迄今；至今
ruin,"n. 废墟；毁坏；灭亡
vt. 毁灭；使破产
vi. 破产；堕落；被毁灭"
kidnap,vt. 绑架；诱拐；拐骗
shrewd,"n. 精明（的人）；机灵（的人）
adj. 精明的；狡猾的；机灵的"
voluntary,"n. 志愿者；自愿行动
adj. 自愿的；志愿的；自发的；故意的"
quart,n. 夸脱（容量单位）；一夸脱的容器
bulk,"n. 体积，容量；大多数，大部分；大块
vt. 使扩大，使形成大量；使显得重要"
prestige,n. 威望，声望；声誉
bug,"n. 臭虫，小虫；故障；窃听器
vt. 烦扰，打扰；装窃听器
vi. 装置窃听器；打扰"
design,"n. 设计；图案
vt. 设计；计划；构思
vi. 设计"
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
conventional,adj. 符合习俗的，传统的；常见的；惯例的
cabin,"n. 小屋；客舱；船舱
vt. 把…关在小屋里
vi. 住在小屋里"
imitation,"n. 模仿，仿造；仿制品
adj. 人造的，仿制的"
assess,vt. 评定；估价；对…征税
sniff,"vt. 嗅；闻；用力吸；发觉
vi. 嗅；嗤之以鼻
n. 吸，闻；嗤之以鼻；气味；以鼻吸气；吸气声"
impair,vt. 损害；削弱；减少
marble,"n. 大理石；大理石制品；弹珠
adj. 大理石的；冷酷无情的"
sober,"adj. 冷静的，清醒的；未醉的
vt. 使严肃；使醒酒，使清醒"
commission,"n. 委员会；佣金；犯；委任；委任状
vt. 委任；使服役；委托制作"
assumption,n. 假定；设想；担任；采取
cafeteria,n. 自助餐厅
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
consultant,n. 顾问；咨询者；会诊医生
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
breach,"n. 违背，违反；缺口
vt. 违反，破坏；打破"
trickle,"n. 滴，淌；细流
vt. 使…滴；使…淌；使…细细地流
vi. 滴；细细地流；慢慢地移动"
cuisine,n. 烹饪，烹调法
carbohydrate,n.  碳水化合物； 糖类
astray,"adj. 迷路的；离开正道的；不对头的
adv. 误入歧途地；迷途地；迷路"
multilateral,adj.  多边的；多国的，多国参加的
convoy,"n. 护送；护卫；护航队
vt. 护航；护送"
porcelain,"n. 瓷；瓷器
adj. 瓷制的；精美的"
beset,vt. 困扰；镶嵌；围绕
pharmacy,n. 药房；配药学，药剂学；制药业；一批备用药品
metaphor,n. 暗喻，隐喻；比喻说法
epic,"n. 史诗；叙事诗；史诗般的作品
adj. 史诗的，叙事诗的"
aspire,vi. 渴望；立志；追求
casino,n. 俱乐部，赌场；娱乐场
