alter,"vt. 改变，更改
vi. 改变；修改"
rising,"n. 上升；起床；造反
adj. 上升的；上涨的；新兴的
v. 上升（rise的ing形式）
adv. 接近"
satisfying,adj. 令人满意的；令人满足的
shocking,"adj. 令人震惊的；可怕的，令人厌恶的；糟糕的
v. 感到震惊；震动；冲突（shock的ing形式）"
supposed,"v. 假定（suppose的过去分词）
adj. 假定的；被信以为真的；想象上的"
thrilling,adj. 毛骨悚然的；令人兴奋的；颤动的
victorious,adj. 胜利的；凯旋的
vivid,adj. 生动的；鲜明的；鲜艳的
accused,"n. 被告
v. 指责；控告（accuse的过去式）
adj. 被控告的"
colonial,"n. 殖民地居民
adj. 殖民地的，殖民的"
competitive,adj. 竞争的；比赛的；求胜心切的
conservative,找不到解释
developed,adj. 发达的（国家或地区）；成熟的
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
economical,adj. 经济的；节约的；合算的
elective,"adj. 选修的；选举的；选任的
n. 选修课程"
federal,"adv. 联邦政府地
adj. 联邦的；同盟的；联邦政府的； 联邦制的"
organized,"adj. 有组织的；安排有秩序的；做事有条理的
v. 组织（organize的过去分词）"
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
progressive,"n. 改革论者；进步分子
adj. 进步的；先进的"
racial,adj. 种族的；人种的
racing,"n. 赛马；竞赛
adj. 比赛的
vi. 赛马（race的ing形式）；竞赛"
rational,"n. 有理数
adj. 合理的；理性的"
abundant,adj. 丰富的；充裕的；盛产
acute,adj. 严重的， 急性的；敏锐的；激烈的；尖声的
crucial,adj. 重要的；决定性的；定局的；决断的
excessive,adj. 过多的，极度的；过分的
imperfect,"n. 未完成体
adj. 有缺点的；未完成的；半过去的；未完成时的
adv. 有瑕疵地；有缺点地"
millionth,"n. 百万分之一；第一百万
adj. 百万分之一的；第一百万的"
multiple,"adj. 多重的；多样的；许多的
n. 倍数； 并联"
plural,"n. 复数
adj. 复数的"
scarce,"adj. 缺乏的，不足的；稀有的
adv. 仅仅；几乎不；几乎没有"
singular,"n. 单数
adj. 单数的；单一的；非凡的；异常的"
supreme,"n. 至高；霸权
adj. 最高的；至高的；最重要的"
timeless,adj. 永恒的；不受时间影响的；不合时宜的
unbelievable,adj. 难以置信的；不可信的
uncommon,"adj. 不寻常的；罕有的
adv. 非常地"
utter,"adj. 完全的；彻底的；无条件的
vt. 发出，表达；发射"
downward,"adj. 向下的，下降的
adv. 向下"
inward,"n. 内部；内脏；密友
adj. 向内的；内部的；精神的；本质上的；熟悉的
adv. 向内；内心里"
onward,"adj. 向前的；前进的
adv. 向前；在前面"
worldwide,"adj. 全世界的
adv. 在世界各地"
accurately,adv. 精确地，准确地
bravely,adv. 勇敢地；华丽地
darkly,adv. 黑暗地；模糊地；阴郁地；秘密地
loosely,adv. 宽松地；放荡地；轻率地
nicely,adv. 漂亮地；恰好地；精细地
promptly,adv. 迅速地；立即地；敏捷地
remarkably,adv. 显著地；非常地；引人注目地
thinly,adv. 薄；稀疏地；细；瘦
accordingly,adv. 因此，于是；相应地；照著
doubtless,"adj. 无疑的；确定的
adv. 无疑地；确定地；大概，多半"
faithfully,adv. 忠实地；如实地；诚心诚意地；深信着地
likewise,adv. 同样地；也
primarily,adv. 首先；主要地，根本上
rightly,adv. 正确地；恰当地；公正地；合适地
similarly,adv. 同样地；类似于
solely,adv. 单独地，唯一地
specifically,adv. 特别地；明确地
minus,"prep. 减，减去
n. 负号，减号；不足；负数
adj. 减的；负的"
trivial,adj. 不重要的，琐碎的；琐细的
misunderstanding,n. 误解；误会；不和
hostility,n. 敌意；战争行动
accumulate,"vt. 积攒
vi. 累积；积聚"
tourism,n. 旅游业；游览
boom,"n. 繁荣；吊杆；隆隆声
vt. 使兴旺；发隆隆声
vi. 急速发展；发隆隆声"
unsteady,"adj. 不稳定的；不规则的；摇摆的；无常的
vt. 使不稳定；动摇"
jolly,"adj. 愉快的；欢乐的；宜人的
adv. 很；非常
vt. （口）用好话劝某人做…；（口）用好话使高兴
vi. （口）开玩笑"
brighten,"vt. 使闪亮；使生辉；使快乐高兴
vi. 明亮；变亮；活跃；快乐高兴"
depressed,"adj. 沮丧的；萧条的；压低的
v. 使沮丧；使萧条（depress的过去式和过去分词形式）；压低"
symbolic,adj. 象征的；符号的；使用符号的
unconscious,adj. 无意识的；失去知觉的；不省人事的；未发觉的
correspond,vi. 符合，一致；相应；通信
bodily,"adj. 身体的；肉体的
adv. 整体地；亲自地；以肉体形式"
beneficial,adj. 有益的，有利的；可享利益的
deepen,"vt. 使加深；使强烈；使低沉
vi. 变深；变低沉"
cooperative,"n. 合作社
adj. 合作的；合作社的"
multimedia,"n. 多媒体
adj. 多媒体的"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
obstacle,n. 障碍，干扰；妨害物
completion,n. 完成，结束；实现
objection,n. 异议，反对；缺陷，缺点；妨碍；拒绝的理由
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
ape,"n.  猿；傻瓜；模仿者
vt. 模仿；抢台词
adj. 狂热的"
over time,"conj. 随着时间的过去
 三十拉警报；随着时间的推移；久而久之"
flatten,"vt. 击败，摧毁；使……平坦
vi. 变平；变单调"
swimsuit,n. 游泳衣（女式）
generate,vt. 使形成；发生；生殖；产生物理反应
resentment,n. 愤恨，怨恨
grower,n. 栽培者；生长物
gem,"n. 宝石，珍宝； 精华；受人重视者
vi. 点缀； 用宝石装饰； 饰以宝石
adj. 最佳品质的"
glitter,"vi. 闪光；闪烁
n. 闪光；灿烂"
harden,"vi. 变硬，变坚固；变坚强；变冷酷
vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁"
dreadful,adj. 可怕的；糟透的，令人不快的
haunt,"n. 栖息地；常去的地方
vt. 常出没于…；萦绕于…；经常去…
vi. 出没；作祟"
deserted,"v. 遗弃（desert的过去式和过去分词）
adj. 荒芜的；被遗弃的"
infect,vt. 感染，传染
virus,n.  病毒；恶毒；毒害
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
loosen,"vt. 放松；松开
vi. 放松；松开"
disturbing,"v. 干扰；打断（disturb的ing形式）
adj. 令人不安的；烦扰的"
massage,"vt. 按摩；揉
n. 按摩；揉"
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
mildly,adv. 温和地，和善地；适度地
be designed to do,找不到解释
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
unsuitable,adj. 不适合的；不适宜的；不相称的
successor,n. 继承者；后续的事物
envious,adj. 羡慕的；嫉妒的
reside,vi. 住，居住；属于
gorgeous,adj. 华丽的，灿烂的；极好的
villa,n. 别墅；郊区住宅
be envious of ...,找不到解释
signify,"vt. 表示；意味；预示
vi. 有重要性；要紧；冒充内行"
disapproval,n. 不赞成；不喜欢
proposition,"n.  命题；提议；主题；议题
vt. 向…提议；向…求欢"
straighten,"vt. 整顿；使…改正；使…挺直；使…好转
vi. 变直；好转"
statistics,n. 统计；统计学； 统计资料
continuously,adv. 连续不断地
widen,"vt. 放宽
vi. 变宽"
the gap between ... and ...,找不到解释
activist,n. 积极分子；激进主义分子
clash,"n. 冲突，不协调；碰撞声，铿锵声
vt. 使碰撞作声
vi. 冲突，抵触；砰地相碰撞，发出铿锵声"
fortnight,n. 两星期
congratulate,vt. 祝贺；恭喜；庆贺
timid,adj. 胆小的；羞怯的
courtesy,"n. 礼貌；好意；恩惠
adj. 殷勤的；被承认的；出于礼节的"
weakly,"adj. 虚弱的；软弱的
adv. 虚弱地；无力地；软弱地；有病地"
mutter,"vi. 咕哝；喃喃自语
vt. 咕哝；抱怨地说；低声含糊地说
n. 咕哝；喃喃低语"
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
inexpensive,adj. 便宜的
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
specify,vt. 指定；详细说明；列举；把…列入说明书
receptionist,n. 接待员；传达员
have trouble in doing,找不到解释
unwise,adj. 不明智的；愚蠢的；轻率的
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
classified,"n. 分类广告
v. 把…分类（classify的过去分词）
adj. 分类的；类别的；机密的"
bounce,"n. 跳；弹力；活力
vt. 弹跳；使弹起
vi. 弹跳；弹起，反跳；弹回"
disturbed,"v. 干扰（disturb的过去分词）
adj. 扰乱的；为心理失常者而设的"
uneasy,adj. 不舒服的；心神不安的；不稳定的
buzz,"n. 嗡嗡声
vt. 使嗡嗡叫；暗中散布
vi. 作嗡嗡声；东奔西忙
n. 网络口碑（消费者或网民对于品牌、产品等广告主在乎的事情在网上发出的各种声音）"
noisily,adv. 吵闹地，喧闹地
choke,"n. 窒息；噎； 阻气门
vi. 窒息；阻塞；说不出话来
vt. 呛；使窒息；阻塞；抑制；扑灭"
sheer,"n. 偏航；透明薄织物
adj. 绝对的；透明的；峻峭的；纯粹的
vt. 使偏航；使急转向
adv. 完全；陡峭地
vi. 偏航"
crouch,"n. 蹲伏
vt. 低头；屈膝
vi. 蹲伏，蜷伏；卑躬屈膝"
precaution,"n. 预防，警惕；预防措施
vt. 警惕；预先警告"
exhaustion,n. 枯竭；耗尽；精疲力竭
fling,"n. 掷，抛；嘲弄；急冲
vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动
vi. 猛冲，急行"
couch,"vt. 使躺下；表达；弯下
vi. 蹲伏，埋伏；躺着
n. 睡椅，长沙发；床；卧榻"
triangular,adj. 三角的， 三角形的；三人间的
banner,"n. 横幅图片的广告模式
n. 旗帜，横幅,标语"
flutter,"n. 摆动；鼓翼；烦扰
vt. 拍；使焦急；使飘动
vi. 飘动；鼓翼；烦扰"
gasp,"n. 喘气
vi. 喘气；喘息；渴望
vt. 气喘吁吁地说；喘着气说话"
astonishment,n. 惊讶；令人惊讶的事物
glide,"vi. 滑翔；滑行；悄悄地走；消逝
vt. 使滑行；使滑动
n. 滑翔；滑行；滑移；滑音"
peacefully,adv. 平静地；和平地
chilly,adj. 寒冷的；怕冷的
highland,"n. 高地；丘陵地带
adj. 高原的；高地的"
graze,"n. 放牧；轻擦
vi. 吃草；擦伤
vt. 放牧；擦伤"
nationalist,"n. 民族主义者；国家主义者；民族独立主义者
adj. 民族主义的（等于nationalistic）；国家主义的；民族独立主义的"
hail,"n. 冰雹；致敬；招呼；一阵
vt. 致敬；招呼；向...欢呼；猛发；使像下雹样落下（过去式hailed，过去分词hailed，现在分词hailing，第三人称单数hails）
int. 万岁；欢迎
vi. 招呼；下雹"
pant,"n. 气喘；喘息；喷气声
vt. 气喘
vi. 喘息；渴望；气喘吁吁地说出某事"
peck,"n. 许多；配克（容量单位，等于2加仑）；啄痕；快速轻吻
vt. 啄食；扔
vi. 啄食；扔石头；吹毛求疵"
attentive,adj. 留意的，注意的
revolve,"n. 旋转；循环；旋转舞台
vt. 使…旋转；使…循环；反复考虑
vi. 旋转；循环出现；反复考虑"
librarian,n. 图书馆员；图书管理员
rip,"n. 裂口，裂缝
vi. 裂开，被撕裂
vt. 撕；锯"
roam,"n. 漫步，漫游；流浪
vt. 在…漫步，漫游；在…流浪
vi. 漫游，漫步；流浪"
spectacular,adj. 壮观的，惊人的；公开展示的
waterfall,n. 瀑布；瀑布似的东西
correspondent,n. 通讯记者；客户；通信者；代理商行
scramble,"n. 抢夺，争夺；混乱，混乱的一团；爬行，攀登
vi. 爬行，攀登；不规则地生长；仓促行动
vt. 攀登；使混杂，仓促凑成；扰乱"
controversial,adj. 有争议的；有争论的
adequate,adj. 充足的；适当的；胜任的
shiver,"n. 颤抖，战栗；碎片
vi. 颤抖；哆嗦；打碎
vt. 颤抖；打碎"
unbearable,adj. 难以忍受的；承受不住的
transparent,adj. 透明的；显然的；坦率的；易懂的
slam,"n. 猛击；砰然声
vi. 砰地关上；猛力抨击
vt. 砰地关上；猛力抨击"
with all one's strength,"na. 尽力
 全力；死劲儿；尽全力或使思想高度集中"
spit,"n. 唾液
vi. 吐痰；吐口水；发出劈啪声
vt. 吐，吐出；发出；发射"
umpire,"n. 裁判员，仲裁人
vt. 仲裁，裁判
vi. 当裁判，任裁判"
sober,"adj. 冷静的，清醒的；未醉的
vt. 使严肃；使醒酒，使清醒"
stagger,"n. 蹒跚；交错安排
vt. 蹒跚；使交错；使犹豫
adj. 交错的；错开的
vi. 蹒跚；犹豫"
stalk,"n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步
vt. 追踪，潜近；高视阔步
vi. 高视阔步地走；潜近，偷偷接近"
paw,"n. 爪子；手
vt. 抓，扒；亲昵地抚摸
vi. 用爪子抓；翻找"
babe,n. 婴儿，小孩；女孩；天真幼稚的人
stoop,"n. 弯腰，屈背；屈服
vt. 辱没，堕落；俯曲
vi. 弯腰；屈服；堕落"
thankfully,adv. 感谢地；感激地
feeble,adj. 微弱的，无力的；虚弱的；薄弱的
walnut,"n. 胡桃；胡桃木
adj. 胡桃科植物的"
sway,"n. 影响；摇摆；统治
vt. 影响；统治；使摇动
vi. 影响；摇摆"
dizzy,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
vt. 使头晕眼花；使混乱；使茫然"
thrust,"n.  推力；刺
vt. 插；插入；推挤
vi. 插入；用向某人刺去；猛然或用力推"
tremble,"n. 颤抖；战栗；摇晃
vi. 发抖；战栗；焦虑；摇晃
vt. 使挥动；用颤抖的声音说出"
hateful,adj. 可憎的；可恨的；可恶的
scorn,"n. 轻蔑；嘲笑；藐视的对象
vt. 轻蔑；藐视；不屑做
vi. 表示轻蔑；表示鄙视"
tuck,"n. 食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声
vt. 卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏
vi. 缝褶裥；缩拢；舒服地裹在里面；大口吃"
untidy,"adj. 不整洁的，凌乱的；懒散的；不干净利落的，不简练的；不适宜的
v. 使不整洁；使杂乱无章"
whirl,"n. 旋转，回旋；昏乱；一连串的事；短暂的旅行
vt. 使旋转；卷走，飞快地带走
vi. 旋转，回旋；急走；头晕眼花"
banquet,"n. 宴会，盛宴；宴请，款待
vt. 宴请，设宴款待
vi. 参加宴会"
accommodate,"vi. 适应；调解
vt. 容纳；使适应；供应；调解"
ally,"n. 同盟国；伙伴；同盟者；助手
vt. 使联盟；使联合
vi. 联合；结盟"
neighboring,"adj. 邻近的；附近的（等于neighbouring）
v. 与…为邻；位于附近（neighbor的ing形式）"
preservation,n. 保存，保留
push for ...,找不到解释
applaud,"vt. 赞同；称赞；向…喝彩
vi. 喝彩；鼓掌欢迎"
voluntary,"n. 志愿者；自愿行动
adj. 自愿的；志愿的；自发的；故意的"
participation,n. 参与；分享；参股
needy,adj. 贫困的；贫穷的；生活艰苦的
database,n. 数据库，资料库
exclusively,adv. 唯一地；专有地；排外地
authorize,vt. 批准，认可；授权给；委托代替
banish,vt. 放逐；驱逐
involvement,n. 牵连；包含；混乱；财政困难
blast,"n. 爆炸；冲击波；一阵
vt. 爆炸；损害；使枯萎
vi. 猛攻"
outskirt,n. 郊区，市郊
accidentally,adv. 意外地；偶然地
bleach,"n. 漂白剂
vt. 使漂白，使变白
vi. 变白，漂白"
colored,"adj. 有色的；着色的；有色人种的
v. 把...染色，粉饰，脸红（color的过去时和过去分词形式）"
comical,adj. 滑稽的，好笑的
boost,"n. 推动；帮助；宣扬
vi. 宣扬；偷窃
vt. 促进；增加；支援"
familiarity,n. 熟悉，精通；亲密；随便
characterize,"vt. 描绘…的特性；具有…的特征
vi. 塑造人物"
peculiarly,adv. 特别；尤其；古怪地；奇怪地
cite,vt. 引用；传讯；想起；表彰
indication,n. 指示，指出；迹象；象征
