ability,n. 能力，能耐；才能
specialty,"n. 专业，专长；特产；特性；招牌菜
adj. 特色的；专门的；独立的"
specific,"n. 特性；细节；特效药
adj. 特殊的，特定的；明确的；详细的； 具有特效的"
specifical,adj. 特殊的；明确的；具有特效的（等于specific）
specificity,n.  特异性；特征；专一性
speculate,"vi. 推测；投机；思索
vt. 推断"
speculation,n. 投机；推测；思索；投机买卖
speculative,adj. 投机的；推测的；思索性的
sphere,"n. 范围；球体
adj. 球体的
vt. 包围；放入球内；使…成球形"
splendid,adj. 辉煌的；灿烂的；极好的；杰出的
splash,"n. 飞溅的水；污点；卖弄
vt. 溅，泼；用...使液体飞溅
vi. 溅湿；溅开"
split,"n. 劈开；裂缝
adj. 劈开的
vt. 分离；使分离；劈开；离开；分解
vi. 离开；被劈开；断绝关系"
spoil,"n. 次品；奖品
vt. 溺爱；糟蹋；破坏；掠夺
vi. 掠夺；变坏；腐败"
sponsor,"n. 赞助者；主办者；保证人
vt. 赞助；发起"
sponsorship,n. 赞助；发起；保证人的地位；教父母身份
spontaneous,adj. 自发的；自然的；无意识的
spontaneously,adv. 自发地；自然地；不由自主地
spot,"n. 地点；斑点
adj. 现场的；现货买卖的
vt. 认出；弄脏；用灯光照射
vi. 沾上污渍；满是斑点
adv. 准确地；恰好"
spotlight,"n. 聚光灯；反光灯；公众注意的中心
vt. 聚光照明；使公众注意"
spouse,"n. 配偶
vt. 和…结婚"
sprawl,"n. 蔓生；伸开手足躺卧姿势
vt. 懒散地伸开；使蔓生
vi. 蔓延；伸开手足躺；无计划地扩展"
sprinkle,"n. 撒，洒；少量
vt. 洒；微雨；散置
vi. 洒，撒；下稀疏小雨；喷撒"
spur,"n. 鼓舞，刺激；马刺；山坡
vt. 激励，鞭策；给…装踢马刺
vi. 骑马疾驰；给予刺激"
squeeze,"n. 压榨；紧握；拥挤；佣金
vt. 挤；紧握；勒索
vi. 压榨"
stagger,"n. 蹒跚；交错安排
vt. 蹒跚；使交错；使犹豫
adj. 交错的；错开的
vi. 蹒跚；犹豫"
staggery,"a. 摇晃的, 蹒跚的"
staggering,adj. 惊人的，令人震惊的
stagnant,adj. 停滞的；不景气的；污浊的；迟钝的
stagnate,"vt. 使淤塞；使沉滞；使萧条
vi. 停滞；淤塞；变萧条"
stalk,"n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步
vt. 追踪，潜近；高视阔步
vi. 高视阔步地走；潜近，偷偷接近"
standardise,vt. 使…符合标准；使…标准化；使…统一
standoff,"n. 和局；僵持；冷淡；平衡
adj. 冷淡的；有支架的"
standpoint,n. 立场；观点
staple,"n. 主要产品；订书钉；主题；主食
adj. 主要的，大宗生产的；常用的；纺织纤维的
vt. 把…分级；钉住"
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
statement,n. 声明；陈述，叙述；报表，清单
statesman,n. 政治家；国务活动家
stereotype,"n. 陈腔滥调，老套；铅版
vt. 使用铅版；套用老套，使一成不变"
sterile,adj. 不育的；无菌的；贫瘠的；不毛的；枯燥乏味的
sterilize,vt. 消毒，杀菌；使成不毛；使绝育；使不起作用
steward,"n. 管家；乘务员；膳务员；工会管事
vi. 当服务员；当管事
vt. 管理"
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
stimulation,n. 刺激；激励，鼓舞
stimulative,"n. 刺激；促进因素
adj. 促进的；刺激的；激励的"
stimulus,n. 刺激；激励；刺激物
strand,"n. 线；串；海滨
vt. 使搁浅；使陷于困境；弄断；使落后
vi. 搁浅"
strap,"n. 带；皮带；磨刀皮带；鞭打
vt. 用带捆绑；用皮条抽打；约束
vi. 精力旺盛地工作；受束缚"
strategic,adj. 战略上的，战略的
strategy,n. 战略，策略
stray,"n. 走失的家畜；流浪者
adj. 迷路的；离群的；偶遇的
vi. 流浪；迷路；偏离"
streamline,"n. 流线；流线型
vt. 把…做成流线型；使现代化；组织；使合理化；使简单化
adj. 流线型的"
stricken,adj. 患病的；受挫折的；受…侵袭的；遭殃的
stride,"n. 大步；步幅；进展
vt. 跨过；大踏步走过；跨坐在…
vi. 跨；跨过；大步行走"
stretch,"vt. 伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴；
n. 伸展，延伸
vi. 伸展；足够买（或支付）"
strive,vi. 努力；奋斗；抗争
stroll,"n. 漫步；闲逛；巡回演出
vt. 散步；闲逛
vi. 散步；闲逛；巡回演出"
stun,"n. 昏迷；打昏；惊倒；令人惊叹的事物
vt. 使震惊；打昏；给以深刻的印象"
subconscious,"n. 潜在意识；下意识心理活动
adj. 潜意识的；下意识的"
subcontract,"n. 分包合同； 转包合同
vt. 转包
vi. 转包；分包"
subdivide,"vt. 把……再分，把……细分
vi. 细分，再分"
subjective,adj. 主观的；个人的；自觉的
subject,"n. 主题；科目； 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…"
submerge,"vt. 淹没；把…浸入；沉浸
vi. 淹没；潜入水中；湮没"
submergence,n. 下潜，下沉；淹没
submerged,"adj. 水下的，在水中的
v. 潜入水中（submerge的过去分词）；使陷入"
submit,"vi. 提交；服从
vt. 使服从；主张；呈递"
submittal,n. 提交；建议
subordinate,"n. 下属，下级；部属，属下
adj. 从属的；次要的
vt. 使……居下位；使……服从"
subsistence,n. 生活；生存；存在
substantial,"n. 本质；重要材料
adj. 大量的；实质的；内容充实的"
substantive,"n. 名词性实词；独立存在的实体
adj. 有实质的；大量的；真实的；独立存在的"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
substitution,n. 代替； 置换；代替物
substitutional,adj. 代理的，取代的，代用的
substitutive,adj. 代用的；代替的；代理的
subtle,adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
successive,adj. 连续的；继承的；依次的；接替的
succession,n. 连续；继位；继承权； 演替
successional,adj. 连续性的；继续的，接连的
successor,n. 继承者；后续的事物
subsequent,adj. 后来的，随后的
subsequence,n. 后继；随后发生的事情
subsidiary,"n. 子公司；辅助者
adj. 附属的；辅助的"
sue,"vt. 控告；请求
vi. 控告；提出请求"
suffice,"vt. 使满足；足够…用；合格
vi. 足够；有能力"
sufficient,adj. 足够的；充分的
summon,vt. 召唤；召集；鼓起；振作
superiority,n. 优越，优势；优越性
superstition,n. 迷信
superstitious,adj. 迷信的；由迷信引起的
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
supervision,n. 监督，管理
supervisor,n. 监督人， 管理人；检查员
supplement,"vt. 增补，补充
n. 增补，补充；补充物；增刊，副刊"
supplementary,"n. 补充者；增补物
adj. 补充的；追加的"
supportive,adj. 支持的；支援的；赞助的
suppress,vt. 抑制；镇压；废止
suppressible,adj. 可以压制的，可以禁止的，可隐藏的
suppression,n. 抑制；镇压； 压抑
suppressive,adj. 抑制的；镇压的
surge,"n. 汹涌；大浪，波涛；汹涌澎湃；巨涌
v. 汹涌；起大浪，蜂拥而来"
surgent,adj. 澎湃的，汹涌的
surpass,vt. 超越；胜过，优于；非…所能办到或理解
suspicion,"n. 怀疑；嫌疑；疑心；一点儿
vt. 怀疑"
suspicious,adj. 可疑的；怀疑的；多疑的
surplus,"n. 剩余； 顺差；盈余；过剩
adj. 剩余的；过剩的"
surroundings,n. 环境；周围的事物
sustainable,adj. 可以忍受的；足可支撑的；养得起的；可持续的
swamp,"vt. 使陷于沼泽；使沉没；使陷入困境
n. 沼泽；湿地
vi. 下沉；陷入沼泽；陷入困境；不知所措（过去式swamped，过去分词swamped，现在分词swamping，第三人称单数swamps，名词swampiness，形容词swampy）"
sweeping,"n. 扫除；垃圾
adj. 彻底的；广泛的；扫荡的
v. 打扫；扫除（sweep的现在分词形式）"
swiftly,adv. 很快地；敏捷地；即刻
symptom,n.  症状；征兆
syndrome,n.  综合症状；并发症状；校验子；并发位
systematic,adj. 系统的；体系的；有系统的； 分类的；一贯的，惯常的
tabulate,"vt. 使成平面；把…制成表格
adj. 平板状的；有平面的
vi. 制成表格"
tacit,adj. 缄默的；不言而喻的；心照不宣的；默许的
tackle,"n. 滑车；装备；用具；扭倒
vi. 扭倒；拦截抢球
vt. 处理；抓住；固定；与…交涉"
tactful,adj. 机智的；圆滑的；老练的
tangible,"n. 有形资产
adj. 有形的；切实的；可触摸的"
tangle,"n. 纠纷；混乱状态
vt. 使纠缠；处于混乱状态
vi. 缠结；乱作一团"
tangibility,n. 可触知；有实质；确实性
tedious,adj. 沉闷的；冗长乏味的
temporal,"n. 世间万物；暂存的事物
adj. 暂时的；当时的；现世的"
temporary,"n. 临时工，临时雇员
adj. 暂时的，临时的"
tempt,vt. 诱惑；引起；冒…的风险；使感兴趣
temptation,n. 引诱；诱惑物
tension,"n. 张力，拉力；紧张，不安；电压
vt. 使紧张；使拉紧"
tentative,"n. 假设，试验
adj. 试验性的，暂定的；踌躇的"
terminate,"vt. 使终止；使结束；解雇
adj. 结束的
vi. 结束，终止；结果"
terminated,"v. 终止；结束；终结（terminate的过去分词）
adj. 终止的；有限的"
termination,n. 结束，终止
terminative,"a. 终结的, 结束的, 限定的"
testify,"vi. 作证；证明
vt. 证明，证实；作证"
testification," 证据, 证言, 立证"
testimony,n.  证词，证言；证据
texture,n. 质地；纹理；结构；本质，实质
therapy,n. 治疗，疗法
thoughtful,adj. 深思的；体贴的；关切的
throughout,"prep. 贯穿，遍及
adv. 自始至终，到处；全部"
threshold,n. 入口；门槛；开始；极限；临界值
thrill,"n. 激动；震颤；紧张
vt. 使…颤动；使…紧张；使…感到兴奋或激动
vi. 颤抖；感到兴奋；感到紧张"
thrive,vi. 繁荣，兴旺；茁壮成长
tick,"n. 滴答声；扁虱；记号；赊欠
vt. 标记号于；滴答地记录
vi. 发出滴答声；标以记号"
timid,adj. 胆小的；羞怯的
tolerant,adj. 宽容的；容忍的；有耐药力的
tolerance,n. 公差；宽容；容忍；公差
tolerate,vt. 忍受；默许；宽恕
toll,"vt. 征收；敲钟
n. 通行费；代价；钟声；伤亡人数
vi. 鸣钟；征税"
toss,"n. 投掷；摇荡；投掷的距离；掷币赌胜负
vt. 投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌
vi. 辗转；被乱扔；颠簸；掷钱币决定某事"
toxic,adj. 有毒的；中毒的
tracker,n. 拉纤者，纤夫；追踪系统， 跟踪装置；追踪者
tract,n. 束；大片土地，地带；小册子
trademark,"n. 商标
标志"
tragic,adj. 悲剧的；悲痛的，不幸的
trait,n. 特性，特点；品质；少许
transact,"vt. 办理；处理
vi. 交易；谈判"
transaction,n. 交易；事务；办理；会报，学报
transcend,vt. 胜过，超越
transcendence,n. 超越；卓越；超然存在
transcendent,"n. 卓越的人；超绝物
adj. 卓越的；超常的；出类拔萃的"
transfer,"n. 转让；转移；传递；过户
vt. 使转移；调任
vi. 转让；转学；换车"
transferable,adj. 可转让的； 可转移的
transcribe,vt. 转录；抄写
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
transformable,adj. 可变形的，可变化的
transformation,n.  转化；转换；改革；变形
transformative,adj. 变化的，变形的；有改革能力的
transit,"n. 运输；经过
vt. 运送
vi. 经过"
transition,n. 过渡；转变； 转换；变调
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
transplantable,adj. 可移植的，可移种的
transplantation,n. 移植；迁移；移民
traverse,"n. 穿过；横贯；横木
vt. 穿过；反对；详细研究；在…来回移动
vi. 横越；旋转；来回移动
adj. 横贯的"
tremble,"n. 颤抖；战栗；摇晃
vi. 发抖；战栗；焦虑；摇晃
vt. 使挥动；用颤抖的声音说出"
trivial,adj. 不重要的，琐碎的；琐细的
triviality,n. 浅薄，轻浮；琐事；平凡
trivialize,vt. 使平凡；使琐碎
turbulence,n. 骚乱，动荡； 湍流；狂暴
turbulent,adj. 骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的
turnaround,n. 转变；转向；突然好转；回车道
turnover,"n. 翻覆； 营业额；流通量；半圆卷饼；失误
adj. 翻过来的；可翻转的"
twist,"n. 扭曲；拧；扭伤
vt. 捻；拧；扭伤；编织；使苦恼
vi. 扭动；弯曲"
twisty,adj. 扭曲的；弯弯曲曲的；狡猾的；转弯抹角的
ukulele,n. 尤克里里琴（夏威夷的四弦琴，等于ukelele）
ulceration,n. 溃疡； 溃疡形成
ultimate,"n. 终极；根本；基本原则
adj. 最终的；极限的；根本的"
ultimatum,n. 最后通牒；最后结论；基本原理
unabated,adj. 不减弱的，不衰退的
unaccountably,adv. 不能说明地；不可解释地；无责任的
unalterable,adj. 不能改变的；坚定不移的
unambiguous,adj. 不含糊的；清楚的；明白的
unanswered,adj. 未答复的；无反应的
unappealing,adj. 不能打动人的；无吸引力的
unarm,v. 缴械，放下武器
unattainable,adj. 做不到的；难到达的
unblinking,adj. 不眨眼的；坚定的，不动摇的
unchangeable,adj. 不变的；不能改变的；安定的
unclutter,vt. 使整洁，整理
uncompetitive,adj. 无竞争力的
uncomplicated,adj. 简单的；不复杂的
unconditional,adj. 无条件的；绝对的；无限制的
unconscionable,adj. 不合理的；昧着良心的；肆无忌惮的；过度的
undeniably,adv. 不可否认地；确凿无疑地
underestimate,"n. 低估
vt. 低估；看轻"
underestimation,n. 低估；过低之估价
undergo,vt. 经历，经受；忍受
underlying,"adj. 潜在的；根本的；在下面的；优先的
v. 放在…的下面；为…的基础；优先于（underlie的ing形式）"
undermine,vt. 破坏，渐渐破坏；挖掘地基
underneath,"prep. 在…的下面；在…的形式下；在…的支配下
n. 下面；底部
adj. 下面的；底层的
adv. 在下面；在底下"
underperform,"vt. （股票等）运作差于（一般市场价格）
vi. 表现不佳；工作不如预期（或同行）"
underprivilege,"n. 相对贫困, 生活水平低下"
underrepresented,adj. 代表名额不足的；未被充分代表的
underserved,adj. 服务不周到的；服务水平低下的
understaffed,adj. 人手不足的；人员不足的
understandably,adv. 可理解地
undertake,vt. 承担，保证；从事；同意；试图
undertaking,"n. 事业；企业；保证；殡仪业
v. 同意；担任；许诺（undertake的ing形式）"
underutilize,vt. 未充分使用
undervalue,vt. 低估...之价值；看轻
underwater,"n. 水下
adj. 在水中的；水面下的
adv. 在水下"
underwear,n. 内衣物
underworld,n. 黑社会；地狱；下层社会；尘世
undisputed,adj. 无可争辩的；无异议的；毫无疑问的
