state,"n. 国家；州；情形
adj. 国家的；州的；正式的
vt. 规定；声明；陈述"
wild,"n. 荒野
adj. 野生的；野蛮的；狂热的；荒凉的
adv. 疯狂地；胡乱地"
vain,adj. 徒劳的；自负的；无结果的；无用的
futile,adj. 无用的；无效的；没有出息的；琐细的；不重要的
fruitless,adj. 不成功的，徒劳的；不结果实的
pointless,adj. 无意义的；钝的；不尖的；不得要领的
vivid,adj. 生动的；鲜明的；鲜艳的
bright,"n. 车头灯光
adj. 明亮的，鲜明的；聪明的；愉快的
adv. 明亮地；光明地；欢快地"
wrongdoer,n. 做坏事的人；违法犯罪者
criminal,"n. 罪犯
adj. 刑事的；犯罪的；罪恶的"
culprit,n. 犯人，罪犯；被控犯罪的人
revolt,"n. 反抗；叛乱；反感
vt. 使反感；使恶心
vi. 反抗；反叛；反感，厌恶"
rebel,"n. 反叛者；叛徒
adj. 反抗的；造反的
vi. 反叛；反抗；造反"
resist,"n.  抗蚀剂；防染剂
vt. 抵抗；忍耐，忍住
vi. 抵抗，抗拒；忍耐"
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
offend,"vt. 冒犯；使…不愉快
vi. 违反；进攻；引起不舒服"
reclaim,"n. 改造，感化；再生胶
vt. 开拓；回收再利用；改造某人，使某人悔改
vi. 抗议，喊叫"
retrieve,"n.  检索；恢复，取回
vt.  检索；恢复；重新得到
vi. 找回猎物"
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
abound,vi. 富于；充满
acquaint,vt. 使熟悉；使认识
add,"n. 加法，加法运算
vi. 加；增加；加起来；做加法
vt. 增加，添加；补充说；计算…总和"
adjoin,"vt. 毗连，邻接
vi. 毗连，邻接"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
baffle,"n. 挡板；困惑
vt. 使…困惑；使…受挫折；用挡板控制
vi. 做徒劳挣扎"
bake,"n. 烤；烘烤食品
vi. 烘面包；被烤干；受热
vt. 烤，烘焙"
banish,vt. 放逐；驱逐
belittle,vt. 轻视；贬低；使相形见小
besiege,vt. 围困；包围；烦扰
beware,"vt. 注意，当心；提防
vi. 当心，小心"
bless,vt. 祝福；保佑；赞美
born,"v. 出世（bear的过去分词）
adj. 天生的"
burn,"n. 灼伤，烧伤；烙印
vt. 燃烧；烧毁，灼伤；激起…的愤怒
vi. 燃烧；烧毁；发热"
bypass,"n. 旁路； 支路
vt. 绕开；忽视；设旁路；迂回"
choke,"n. 窒息；噎； 阻气门
vi. 窒息；阻塞；说不出话来
vt. 呛；使窒息；阻塞；抑制；扑灭"
clarify,"vt. 澄清；阐明
vi. 得到澄清；变得明晰；得到净化"
coincide,"vi. 一致，符合；同时发生
vi. (在性格、品质等方面)完全一致，相符"
commence,v. 开始；着手；<英>获得学位
compile,vt. 编译；编制；编辑； 汇编
condense,"vt. 使浓缩；使压缩
vi. 浓缩；凝结"
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
congratulate,vt. 祝贺；恭喜；庆贺
corrode,"vt. 侵蚀；损害
vi. 受腐蚀；起腐蚀作用"
daunt,vt. 使气馁，使畏缩；威吓
decompose,"vi. 分解；腐烂
vt. 分解；使腐烂"
deduct,vt. 扣除，减去；演绎
denote,vt. 表示，指示
deplore,vt. 谴责；悲悼；哀叹；对…深感遗憾
deport,vt. 驱逐出境；举止；放逐
devastate,vt. 毁灭；毁坏
dine,"vi. 进餐，用餐
vt. 宴请"
disable,vt. 使失去能力；使残废；使无资格
dispose,"n. 处置；性情
vi. 处理；安排；（能够）决定
vt. 处理；处置；安排"
dissipate,"vi. 驱散；放荡
vt. 浪费；使…消散"
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
distill,"vt. 提取；蒸馏；使滴下
vi. 蒸馏；滴下；作为精华产生（等于distil）"
doze,"n. 瞌睡
vi. 打瞌睡；假寐
vt. 打瞌睡度过"
drown,"vt. 淹没；把…淹死
vi. 淹死；溺死"
eject,vt. 喷射；驱逐，逐出
elapse,"n. 流逝；时间的过去
vi. 消逝；时间过去"
emancipate,vt. 解放；释放
engrave,vt. 雕刻；铭记
enlist,"vt. 使入伍；征募；谋取…的赞助或帮助
vi. 支持；从军；应募；赞助"
enquire,"vi. 询问；调查；问候（等于inquire）
vt. 询问；打听"
enrich,vt. 使充实；使肥沃；使富足
entangle,vt. 使纠缠；卷入；使混乱
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
evacuate,"vt. 疏散，撤退；排泄
vi. 疏散；撤退；排泄"
fill,"n. 满足；填满的量；装填物
vt. 装满，使充满；满足；堵塞；任职
vi. 被充满，膨胀"
flap,"n. 拍打，拍打声；神经紧张； 襟翼
vt. 拍打；扔；拉下帽边；飘动
vi. 拍动；神经紧张；鼓翼而飞；（帽边等）垂下"
forbid,vt. 禁止；不准；不允许；严禁
frown,"n. 皱眉，蹙额
vt. 皱眉，蹙额
vi. 皱眉；不同意"
fry,"n. 鱼苗；油炸食物
vt. 油炸；油煎
vi. 油炸；油煎"
fume,"n. 烟；愤怒，烦恼
vt. 熏；冒烟；愤怒地说
vi. 冒烟；发怒"
glide,"vi. 滑翔；滑行；悄悄地走；消逝
vt. 使滑行；使滑动
n. 滑翔；滑行；滑移；滑音"
grapple,"n. 抓住；格斗
vi. 抓住；格斗；抓斗机
vt. 抓住；与…格斗"
graze,"n. 放牧；轻擦
vi. 吃草；擦伤
vt. 放牧；擦伤"
grope,"n. 摸索；触摸
vt. 摸索
vi. 摸索；探索"
harden,"vi. 变硬，变坚固；变坚强；变冷酷
vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁"
heave,"n. 举起；起伏；投掷；一阵呕吐
vt. 举起；使起伏；投掷；恶心；发出（叹息等）
vi. 起伏；举起；喘息；呕吐"
hesitate,"vt. 踌躇，犹豫；有疑虑，不愿意
vi. 踌躇，犹豫；不愿"
hijack,"n. 劫持；威逼；敲诈
vt. 抢劫；揩油
vi. 拦路抢劫"
hoist,"n. 起重机；升起，吊起
vt. （用绳索，起重机等）使升起
vi. 升起；吊起"
hop,"vt. 搭乘
v. 单足跳跃
vi. 双足或齐足跳行
n. 蹦跳,跳跃；跳舞；一次飞行的距离"
huddle,"n. 拥挤；混乱；杂乱一团
vt. 把...挤在一起；使缩成一团；草率了事
vi. 蜷缩；挤作一团"
hum,"n. 嗡嗡声；哼声；杂声
vt. 用哼声表示
int. 哼；嗯
vi. 发低哼声"
impart,vt. 给予（尤指抽象事物），传授；告知，透露
improvise,"vt. 即兴创作；即兴表演；临时做；临时提供
vi. 即兴创作；即兴表演；临时凑合"
inaugurate,vt. 创新；开辟；开创；举行开幕典礼；举行就职典礼
inhibit,vt. 抑制；禁止
inject,vt. 注入；注射
innovate,"vi. 创新；改革；革新
vt. 改变；创立；创始；引人"
install,vt. 安装；任命；安顿
insulate,vt. 隔离，使孤立；使绝缘，使隔热
irrigate,"vt. 灌溉；冲洗；使清新
vi. 灌溉；冲洗"
kidnap,vt. 绑架；诱拐；拐骗
lick,"vt. 舔；卷过；鞭打
vt. （非正式）战胜
vi. 舔；轻轻拍打
n. 舔；打；少许"
lose,"vt. 浪费；使沉溺于；使迷路；遗失；错过
vi. 失败；受损失"
lubricate,"vi. 润滑；涂油；起润滑剂作用
vt. 使…润滑；给…加润滑油"
mar,"vt. 损毁；损伤；糟蹋；玷污
n. 污点；瑕疵"
melt,"vi. 熔化，溶解；渐混
vt. 使融化；使熔化；使软化；使感动
n. 熔化；熔化物"
merge,"vt. 合并；使合并；吞没
vi. 合并；融合"
mingle,"vi. 混合；交往
vt. 使混合；使相混"
mislead,vt. 误导；带错
misunderstand,vt. 误解；误会
notify,vt. 通告，通知；公布
ought,"aux. 应该，应当；大概
vi. 应该，应当；大概"
overflow,"vi. 溢出；泛滥；充溢
n. 充满，洋溢；泛滥；超值；溢值
vt. 使溢出；使泛滥；使充溢"
overhear,"vt. 无意中听到；偷听
vi. 无意中听到；偷听到"
overtake,"vt. 赶上；压倒；突然来袭
vi. 超车"
pant,"n. 气喘；喘息；喷气声
vt. 气喘
vi. 喘息；渴望；气喘吁吁地说出某事"
paralyze,vt. 使麻痹；使瘫痪
peel,"n. 皮
v. 剥，剥落；削"
persecute,vt. 迫害；困扰；同…捣乱
pinch,"n. 匮乏；少量；夹痛
vt. 捏；勒索；使苦恼；掐掉某物，修剪
vi. 夹痛；节省"
poke,"n. 戳；刺；袋子；懒汉
vt. 刺，捅；戳；拨开
vi. 刺，捅；戳；伸出；刺探；闲荡"
polarize,"vt. （使）极化；（使）偏振；（使）两极分化
vi. 极化；偏振；两极分化"
preach,"n. 说教
vt. 说教；讲道；鼓吹；传道；反复灌输
vi. 说教；讲道；鼓吹；宣扬"
preclude,vt. 排除；妨碍；阻止
prick,"n. 刺，扎；刺痛，刺伤；阴茎；锥
vt. 刺，戳；刺伤，刺痛；竖起
vi. 刺；竖起
adj. 竖起的"
prolong,vt. 延长；拖延
quench,"vt. 熄灭， 淬火；解渴；结束；冷浸
vi. 熄灭；平息"
radiate,"adj. 辐射状的，有射线的
vi. 辐射；流露；发光；从中心向各方伸展
vt. 辐射；传播；流露；发射；广播"
realize,vt. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
recede,"vi. 后退；减弱
vt. 撤回"
recur,vi. 复发；重现；采用；再来；循环；递归
refrigerate,vt. 冷藏，冷冻；使冷却；使清凉
rehearse,"vt. 排练；预演
vi. 排练；演习"
repel,vt. 击退；抵制；使厌恶；使不愉快
resent,vt. 怨恨；愤恨；厌恶
saturate,"adj. 浸透的，饱和的；深颜色的
vt. 浸透，使湿透；使饱和，使充满"
scramble,"n. 抢夺，争夺；混乱，混乱的一团；爬行，攀登
vi. 爬行，攀登；不规则地生长；仓促行动
vt. 攀登；使混杂，仓促凑成；扰乱"
seep,"n. 小泉；水陆两用的吉普车
vi. 漏；渗出"
segregate,vt. 使隔离；使分离；在…实行种族隔离
send,"n. 上升运动
vi. 派人；寄信
vt. 发送，寄；派遣；使进入；发射"
shear,"n.  切变；修剪；大剪刀
vi. 剪；剪切；修剪
vt. 剪；修剪；剥夺"
shove,"n. 推；挤
vt. 挤；强使；撞；猛推"
shrug,"n. 耸肩
vi. 耸肩
vt. 耸肩，耸肩表示"
sigh,"n. 叹息，叹气
vt. 叹息，叹气
vi. 叹息，叹气"
sit,"vi. 坐；位于
vt. 使就座"
slam,"n. 猛击；砰然声
vi. 砰地关上；猛力抨击
vt. 砰地关上；猛力抨击"
smuggle,"vt. 走私；偷运
vi. 走私，私运；偷带"
soar,"n. 高飞；高涨
vi. 高飞；高耸；往上飞舞"
spill,"n. 溢出，溅出；溢出量；摔下；小塞子
vi. 溢出，流出；摔下；涌流
vt. 使溢出，使流出；使摔下"
squash,"n. 壁球；挤压；咯吱声；南瓜属植物；（英）果汁饮料
vt. 镇压；把…压扁；使沉默
vi. 受挤压；发出挤压声；挤入"
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
starve,"vi. 饿死；挨饿；渴望
vt. 使饿死；使挨饿"
stoop,"n. 弯腰，屈背；屈服
vt. 辱没，堕落；俯曲
vi. 弯腰；屈服；堕落"
streamline,"n. 流线；流线型
vt. 把…做成流线型；使现代化；组织；使合理化；使简单化
adj. 流线型的"
stumble,"n. 绊倒；蹒跚而行
vi. 踌躇，蹒跚；失足；犯错
vt. 使…困惑；使…绊倒"
subscribe,"vt. 签署；赞成；捐助
vi. 订阅；捐款；认购；赞成；签署"
subtract,vt. 减去；扣掉
suffice,"vt. 使满足；足够…用；合格
vi. 足够；有能力"
summon,vt. 召唤；召集；鼓起；振作
superintend,"vt. 监督；管理；主管；指挥
vi. 监督；主管；指挥"
tow,"n. 拖；麻的粗纤维；拖曳所用之绳
vt. 拖；牵引；曳
vi. 被拖带；拖行"
trickle,"n. 滴，淌；细流
vt. 使…滴；使…淌；使…细细地流
vi. 滴；细细地流；慢慢地移动"
tuck,"n. 食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声
vt. 卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏
vi. 缝褶裥；缩拢；舒服地裹在里面；大口吃"
underlie,vt. 成为……的基础；位于……之下
undertake,vt. 承担，保证；从事；同意；试图
unload,"vt. 卸；摆脱…之负担；倾销
vi. 卸货；退子弹"
ventilate,vt. 使通风；给…装通风设备；宣布
weep,"n. 哭泣；眼泪；滴下
vt. 哭泣；流泪；悲叹；流出或渗出液体
vi. 哭泣；流泪；哀悼；滴落；渗出液体"
weld,"n. 焊接；焊接点
vt. 焊接；使结合；使成整体
vi. 焊牢"
aboard,"prep. 在…上
adv. 在飞机上； 在船上；在火车上"
accessory,"n. 配件；附件； 从犯
adj. 副的；同谋的；附属的"
acid,"n. 酸；<俚>迷幻药
adj. 酸的；讽刺的；刻薄的"
addict,"n. 有瘾的人；入迷的人
vt. 使沉溺；使上瘾"
alternate,"n. 替换物
adj. 交替的；轮流的
vt. 使交替；使轮流
vi. 交替；轮流"
analogue,"n. 类似物；类似情况；对等的人
adj. 类似的；相似物的；模拟计算机的"
anchor,"n. 锚；抛锚停泊；靠山；新闻节目主播
adj. 末棒的；最后一棒的
vt. 抛锚；使固定；主持节目
vi. 抛锚"
animate,"adj. 有生命的
vt. 使有生气；使活泼；鼓舞；推动"
approximate,"adj.  近似的；大概的
vt. 近似；使…接近；粗略估计
vi. 接近于；近似于"
arch,"n. 弓形，拱形；拱门
adj. 主要的
vt. 使…弯成弓形；用拱连接
vi. 拱起；成为弓形"
arm,"n. 手臂；武器；袖子；装备；部门
vt. 武装；备战
vi. 武装起来"
audit,"n. 审计； 查账
vt. （美）旁听
vi. 审计； 查账"
auxiliary,"n. 助动词；辅助者，辅助物；附属机构
adj. 辅助的；副的；附加的"
avail,"vi. 有益于，有益于；使对某人有利。
vt. 有益于，有益于；使对某人有利。
n. 效用，利益"
axe,"n. 斧
vt. 削减；用斧砍"
backward,"adj. 向后的；反向的；发展迟缓的
adv. 向后地；相反地"
bail,"n. 保释，保释人；保释金；杓
vt. 保释，帮助某人脱离困境；往外舀水"
bandage,"n. 绷带
vt. 用绷带包扎"
bankrupt,"n.  破产者
adj. 破产的
vt. 使破产"
barbecue,"n. 烤肉；吃烤肉的野宴
vt. 烧烤；烤肉"
bark,"n. 树皮；深青棕色；毛皮；皮肤；狗叫
vt. 狗叫；尖叫；剥皮"
bath,"n. 沐浴；浴室；浴盆
vt. 洗澡
vi. 洗澡"
beneath,"prep. 在…之下
adv. 在下方"
bite,"n. 咬；一口；咬伤；刺痛
abbr. 机内测试设备（Built-In Test Equipment）
vt. 咬；刺痛
vi. 咬；刺痛"
blast,"n. 爆炸；冲击波；一阵
vt. 爆炸；损害；使枯萎
vi. 猛攻"
blend,"n. 混合；掺合物
vi. 混合；协调
vt. 混合"
blind,"n. 掩饰，借口；百叶窗
adj. 盲目的；瞎的
vt. 使失明；使失去理智
adv. 盲目地；看不见地"
blink,"n. 眨眼；瞬间；闪光
vt. 眨眼；使…闪烁
vi. 眨眼；闪烁"
blush,"n. 脸红；红色；羞愧
vt. 红著脸表示；使成红色
vi. 脸红；感到惭愧"
book,"n. 书籍；卷；帐簿；名册；工作簿
vt. 预订；登记"
boss,"n. 老板；首领；工头
vt. 指挥，调遣；当…的领导
vi. 当首领，发号施令"
bounce,"n. 跳；弹力；活力
vt. 弹跳；使弹起
vi. 弹跳；弹起，反跳；弹回"
bow,"n. 弓；鞠躬；船首
adj. 弯曲的
vi. 鞠躬；弯腰
vt. 鞠躬；弯腰"
brace,"n. 支柱； 大括号；曲柄
vt. 支撑；振作起来；激励；撑牢
adj. 曲柄的
vi. 支持；打起精神"
brake,"n. 闸，刹车；阻碍
vt. 刹车
vi. 刹车"
break,"vi. 打破；折断；弄坏；削弱
vt. （使）破；打破（纪录）；（常指好天气）突变；开始
vi. （嗓音）突变；突破；破晓；（价格）突然下跌
n. 破裂；间断；（持续一段时间的状况的）改变；间歇"
bridge,"n. 桥；桥牌；桥接器；船桥
vt. 架桥；渡过"
bronze,"n. 青铜；古铜色；青铜制品
adj. 青铜色的；青铜制的
vt. 镀青铜于
vi. 变成青铜色，被晒黑"
bubble,"n. 气泡，泡沫，泡状物；透明圆形罩，圆形顶
vt. 使冒泡；滔滔不绝地说
vi. 沸腾，冒泡；发出气泡声"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
bump,"n. 肿块，隆起物；撞击
vi. 碰撞，撞击；颠簸而行
vt. 碰，撞；颠簸
adv. 突然地，猛烈地"
buzz,"n. 嗡嗡声
vt. 使嗡嗡叫；暗中散布
vi. 作嗡嗡声；东奔西忙
n. 网络口碑（消费者或网民对于品牌、产品等广告主在乎的事情在网上发出的各种声音）"
call,"n. 电话；呼叫；要求；访问
vi. 呼叫；拜访；叫牌
vt. 呼叫；称呼；召集"
captain,"n. 队长，首领；船长；上尉；海军上校
vt. 指挥；率领"
carpet,"n. 地毯；地毯状覆盖物
vt. 在…上铺地毯，把地毯铺在…上；斥责"
Catholic,找不到解释
centigrade,adj. 摄氏的； 摄氏温度的；百分度的
chart,"n. 图表；海图；图纸；排行榜
vt. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展"
chat,"n. 聊天；闲谈
vt. 与…搭讪；与…攀谈
vi. 聊天；闲谈"
chew,"n. 咀嚼；咀嚼物
vi. 细想，深思
vt. 嚼碎，咀嚼"
clone,"n. 克隆；无性系；无性繁殖；靠营养生殖而由母体分离繁殖的植物
vt. 无性繁殖，复制"
cluster,"n. 群；簇；丛；串
vt. 使聚集；聚集在某人的周围
vi. 群聚；丛生"
coincide,"vi. 一致，符合；同时发生
vi. (在性格、品质等方面)完全一致，相符"
comb,"n. 梳子；蜂巢；鸡冠
vt. 梳头发；梳毛
vi. （浪）涌起"
