criticize,"vi. 批评；评论；苛求
vt. 批评；评论；非难"
tail,"n. 尾巴；踪迹；辫子；燕尾服
adj. 从后面而来的；尾部的
vt. 尾随；装上尾巴
vi. 跟踪；变少或缩小"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
adult,"n. 成年人
adj. 成年的；成熟的"
strip,"n. 带；条状；脱衣舞
vt. 剥夺；剥去；脱去衣服
vi. 脱去衣服"
urgent,adj. 紧急的；急迫的
defy,"n. 挑战；对抗
vt. 藐视；公然反抗；挑衅；使落空"
risk,"n. 风险；危险；冒险
vt. 冒…的危险"
incur,vt. 招致，引发；蒙受
fine,"n. 罚款
adj. 好的；优良的；细小的，精美的；健康的；晴朗的
vt. 罚款；澄清
adv. 很好地；精巧地"
outperform,vt. 胜过；做得比……好
metropolitan,"adj. 大都市的；大主教辖区的；宗主国的
n. 大城市人；大主教；宗主国的公民"
surpass,vt. 超越；胜过，优于；非…所能办到或理解
peak,"n. 山峰；最高点；顶点；帽舌
adj. 最高的；最大值的
vt. 使达到最高点；使竖起
vi. 消瘦；到达最高点；变憔悴"
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
lively,adj. 活泼的；生动的；真实的；生气勃勃的
premiere,"n. 初次的演出；女主角
vi. 初次公演；首次露面
vt. 初次公演；初次上演
adj. 首位的；初次的；女主角的"
respectively,adv. 分别地；各自地，独自地
monument,"n. 纪念碑；历史遗迹；不朽的作品
vt. 为…树碑"
assortment,n. 分类；混合物
fence,"n. 栅栏；围墙；剑术
vt. 防护；用篱笆围住；练习剑术
vi. 击剑；搪塞；围以栅栏；跳过栅栏"
awkward,adj. 尴尬的；笨拙的；棘手的；不合适的
former,"n. 模型，样板；起形成作用的人
adj. 从前的，前者的；前任的"
agent,"n. 代理人，代理商；药剂；特工
adj. 代理的
vt. 由…作中介；由…代理"
regulate,vt. 调节，规定；控制；校准；有系统的管理
successive,adj. 连续的；继承的；依次的；接替的
fixture,n. 设备；固定装置；固定于某处不大可能移动之物
fitting,"n. 装配，装置；试穿，试衣
adj. 适合的，适宜的；相称的"
renovation,n. 革新；修理；恢复活力
cramped,"v. 用夹钳夹；约束（cramp的过去分词）
adj. 狭窄的；难懂的；难辨的"
highlight,"n. 最精彩的部分；最重要的事情；加亮区
vt. 突出；强调；使显著；加亮"
memorial,"n. 纪念碑，纪念馆；纪念仪式；纪念物
adj. 记忆的；纪念的，追悼的"
entry,n. 进入；入口；条目；登记；报关手续；对土地的侵占
remit,"n. 移交的事物
vt. 宽恕；免除；减轻；传送；使恢复原状
vi. 汇款；缓和"
devise,"n. 遗赠
vt. 设计；想出；发明；图谋；遗赠给"
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
debris,n. 碎片，残骸
equatorial,"n. 赤道仪
adj. 赤道的，近赤道的；中纬线的"
civil,adj. 公民的；民间的；文职的；有礼貌的；根据民法的
aviation,n. 航空；飞行术；飞机制造业
conference,"n. 会议；讨论；协商；联盟；（正式）讨论会；（每年的）大会
vi. 举行或参加（系列）会议"
cockpit,n. 驾驶员座舱；战场
hire,"n. 雇用，租用；租金，工钱
vt. 雇用；出租
vi. 雇用，租用；受雇"
investigation,n. 调查；调查研究
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
expose,vt. 揭露，揭发；使曝光；显示
energetic,adj. 精力充沛的；积极的；有力的
particle,n. 颗粒； 质点；极小量；小品词
enclosed,"v. 附上（enclose的过去式和过去分词）
adj. 被附上的；与世隔绝的"
bubble,"n. 气泡，泡沫，泡状物；透明圆形罩，圆形顶
vt. 使冒泡；滔滔不绝地说
vi. 沸腾，冒泡；发出气泡声"
technical,adj. 工艺的，科技的；技术上的；专门的
certificate,"n. 证书；执照，文凭
vt. 发给证明书；以证书形式授权给…；用证书批准"
mission,"n. 使命，任务；代表团；布道
vt. 派遣；向……传教"
maintenance,n. 维护，维修；保持；生活费用
bypass,"n. 旁路； 支路
vt. 绕开；忽视；设旁路；迂回"
cognitive,adj. 认知的，认识的
impairment,n. 损伤，损害
dementia,n.  痴呆
stage,"n. 阶段；舞台；戏剧；驿站
vt. 举行；上演；筹划
vi. 举行；适于上演；乘驿车旅行"
revival,n. 复兴；复活；苏醒；恢复精神；再生效
incorporate,"vt. 包含，吸收；体现；把……合并
adj. 合并的；一体化的；组成公司的
vi. 合并；混合；组成公司"
restrain,vt. 抑制，控制；约束；制止
intrigue,"n. 阴谋；诡计；复杂的事；私通
vt. 用诡计取得；激起...的兴趣
vi. 私通；密谋"
seek,"vt. 寻求；寻找；探索；搜索
vi. 寻找；探索；搜索"
outpost,n. 前哨；警戒部队；边区村落
navigation,n. 航行；航海
dime,n. 一角硬币
featureless,adj. 无特色的
inhabitant,n. 居民；居住者
guidance,n. 指导，引导；领导
misleading,"adj. 令人误解的；引入歧途的
v. 给…带错路；把…引入歧途（mislead的ing形式）"
impression,n. 印象；效果，影响；压痕，印记；感想；曝光（衡量广告被显示的次数。打开一个带有该广告的网页，则该广告的impression 次数增加一次）
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
beneficial,adj. 有益的，有利的；可享利益的
coordinate,"n. 坐标；同等的人或物
vt. 调整；整合
adj. 并列的；同等的
vi. 协调"
physiological,adj. 生理学的，生理的
sensor,n. 传感器
temptation,n. 引诱；诱惑物
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
entertainment,n. 娱乐；消遣；款待
annual,"n. 年刊，年鉴；一年生植物
adj. 年度的；每年的"
forum,n. 论坛，讨论会；法庭；公开讨论的广场
Switzerland,n. 瑞士（欧洲国家）
classify,vt. 分类；分等
proclaim,vt. 宣告，公布；声明；表明；赞扬
discover,"vi. 发现
vt. 发现；发觉"
titanosaur,n. 无法龙（白垩纪一种两栖食草大恐龙）
dubious,adj. 可疑的；暧昧的；无把握的；半信半疑的
distinction,n. 区别；差别；特性；荣誉、勋章
along with,"na. 与…一道；以外
 与……一起；伴随；和…一起"
mention,"vt. 提到，谈到；提及，论及；说起
n. 提及，说起"
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
start-up,"n. 启动
adj. 起动阶段的；开始阶段的（异体字startup）"
spontaneous,adj. 自发的；自然的；无意识的
quantitative,adj. 定量的；量的，数量的
qualitative,adj. 定性的；质的，性质上的
aggregate,"n. 合计；集合体；总计
adj. 聚合的；集合的；合计的
vt. 集合；聚集；合计
vi. 集合；聚集；合计"
Kurt Vonnegut, 冯内古特；库尔特·冯内古特；冯内果
fascinated,"v. 使着迷；使陶醉（fascinate的过去分词）
adj. 着迷的；被深深吸引的"
mathematical,adj. 数学的，数学上的；精确的
connection,n. 连接；关系；人脉；连接件
collision,n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
meteor,n. 流星； 大气现象
demise,"n. 死亡，终止；转让；传位
vt. 遗赠；禅让"
catastrophism,n.  灾变说；劫数难逃论
liberal,"adj. 自由主义的；慷慨的；不拘泥的；宽大的
n. 自由主义者"
prepare,"vt. 准备；使适合；装备；起草
vi. 预备；做好思想准备"
domain,n. 领域；域名；产业；地产
skill,n. 技能，技巧；本领，技术
gradually,adv. 逐步地；渐渐地
common,"n. 普通；平民；公有地
adj. 共同的；普通的；一般的；通常的"
humanity,n. 人类；人道；仁慈；人文学科
peace,n. 和平；平静；和睦；秩序
chart,"n. 图表；海图；图纸；排行榜
vt. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展"
correspond,vi. 符合，一致；相应；通信
infant,"n. 婴儿；幼儿；未成年人
adj. 婴儿的；幼稚的；初期的；未成年的"
mortality,n. 死亡数，死亡率；必死性，必死的命运
vicious,adj. 恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的
circle,"n. 循环，周期；圆；圈子；圆形物
vt. 画圆圈；环绕…移动
vi. 盘旋，旋转；环行"
thereby,adv. 从而，因此；在那附近；在那方面
scolding,"n. 责骂，斥责
v. 责骂；训斥（scold的ing形式）
adj. 责骂的"
punishment,n. 惩罚；严厉对待，虐待
process,"n. 过程，进行；方法，步骤；作用；程序；推移
adj. 经过特殊加工（或处理）的
vt. 处理；加工
vi. 列队前进"
stride,"n. 大步；步幅；进展
vt. 跨过；大踏步走过；跨坐在…
vi. 跨；跨过；大步行走"
sample,"n. 样品；样本；例子
adj. 试样的，样品的；作为例子的
vt. 取样；尝试；抽样检查"
southbound,adj. 往南的；向南行进的
publish,"vi. 出版；发行；刊印
vt. 出版；发表；公布"
satellite,n. 卫星；人造卫星；随从；卫星国家
pore,"n. 气孔；小孔
vt. 使注视
vi. 细想；凝视；熟读"
relevant,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
medical,"adj. 医学的；药的；内科的
n. 医生；体格检查"
uncover,"vt. 发现；揭开；揭露
vi. 发现；揭示；揭去盖子"
median,"n. n. 中值，中位数；三角形中线；梯形中位线
adj. 中值的；中央的"
discretionary,adj. 任意的；自由决定的
income,n. 收入，收益；所得
charity,n. 慈善；施舍；慈善团体；宽容；施舍物
undermine,vt. 破坏，渐渐破坏；挖掘地基
fumbling,"adj. 笨拙的；支支吾吾的
v. 摸索（fumble的ing形式）"
twist,"n. 扭曲；拧；扭伤
vt. 捻；拧；扭伤；编织；使苦恼
vi. 扭动；弯曲"
instantaneous,adj. 瞬间的；即时的；猝发的
consensus,n. 一致；舆论；合意
galaxy,"n. 银河； 星系；银河系；一群显赫的人
n. 三星智能手机品牌 2015年三星中国公布Galaxy的中文名称为“盖乐世”（Galaxy）
"
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
raw,"n. 擦伤处
adj. 生的；未加工的；阴冷的；刺痛的；擦掉皮的；无经验的；（在艺术等方面）不成熟的
vt. 擦伤"
drama,n. 戏剧，戏剧艺术；剧本；戏剧性事件
intricate,adj. 复杂的；错综的，缠结的
interior,"n. 内部；本质
adj. 内部的；国内的；本质的"
journey,"n. 旅行；行程
vi. 旅行"
intensity,n. 强度；强烈； 亮度；紧张
melodic,adj. 有旋律的；音调优美的
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
thrill,"n. 激动；震颤；紧张
vt. 使…颤动；使…紧张；使…感到兴奋或激动
vi. 颤抖；感到兴奋；感到紧张"
monotonous,adj. 单调的，无抑扬顿挫的；无变化的
pronounce,"vt. 发音；宣判；断言
vi. 发音；作出判断"
vowel,"n. 元音；母音
adj. 元音的"
accent,"n. 口音；重音；强调；特点；重音符号
vt. 强调；重读；带…口音讲话"
expect,"vi. 期待；预期
vt. 期望；指望；认为；预料"
recreate,"vt. 再创造；使得到娱乐/消遣
vi. 娱乐；消遣"
novelty,n. 新奇；新奇的事物；新颖小巧而廉价的物品
repetition,n. 重复；背诵；副本
algae,n.  藻类； 海藻
bloom,"n. 花；青春；旺盛
vt. 使开花；使茂盛
vi. 开花；茂盛"
record,"n. 档案，履历；唱片；最高纪录
adj. 创纪录的
vt. 记录，记载；标明；将...录音
vi. 记录；录音"
ashore,"adj. 在岸上的；在陆上的
adv. 在岸上；向岸"
stomach,"n. 胃；腹部；胃口
vt. 忍受；吃下
vi. 忍受"
presumably,adv. 大概；推测起来；可假定
offer,"vt. 提供；出价；试图
n. 提议；出价；意图；录取通知书
vi. 提议；出现；献祭；求婚"
dozen,"n. 十二个，一打
adj. 一打的"
unexpected,adj. 意外的，想不到的
recall,"n. 召回；回忆；撤消
vt. 召回；回想起，记起；取消"
identical,"n. 完全相同的事物
adj. 同一的；完全相同的"
drill,"n. 训练；钻孔机；钻子；播种机
vt. 钻孔；训练；条播
vi. 钻孔；训练"
hard-core,"n. 核心成员；铁杆分子
adj. 中坚的；顽固不化的；赤裸裸描写性行为的"
workout,n. 锻炼；练习；试验
certified,"v. 证明，证实；颁发合格证书（certify的过去分词形式）
adj. 被证明的；有保证的；具有证明文件的"
critic,n. 批评家，评论家；爱挑剔的人
public,"n. 公众；社会；公共场所
adj. 公众的；政府的；公用的；公立的"
shortcoming,n. 缺点；短处
reliability,n. 可靠性
virtual,adj.  虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
developing,"n.  显影
v. 发展（develop的ing形式）
adj. 发展中的"
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
independence,n. 独立性，自立性；自主
Pakistan,n. 巴基斯坦（南亚国家名）
clemency,n. 仁慈；温和；宽厚
opt,vi. 选择
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
clip,"vi. 剪；修剪；剪下报刊上的文章（或新闻、图片等）；迅速行动；用别针别在某物上，用夹子夹在某物上
n. （塑料或金属的）夹子；回纹针；修剪；剪报
vt. 剪；剪掉；缩短；给…剪毛（或发）用别针别在某物上，用夹子夹在某物上"
prompting,"n. 激励；提示；刺激
v. 促进；激起；鼓舞（prompt的ing形式）"
bioethics,n. 生物伦理学
seductive,adj. 有魅力的；性感的；引人注意的
arrogant,adj. 自大的，傲慢的
transcend,vt. 胜过，超越
Venezuela,n. 委内瑞拉
organization,n. 组织；机构；体制；团体
charter,"n. 宪章；执照；特许状
vt. 特许；包租；发给特许执照"
expulsion,n. 驱逐；开除
Veda,
recommend,"vt. 推荐，介绍；劝告；使受欢迎；托付
vi. 推荐；建议"
divine,"n. 牧师；神学家
adj. 神圣的；非凡的；天赐的；极好的
vt. 占卜；预言；用占卜勘探
vi. 占卜；预言；使用占卜勘探矿"
participant,"n. 参与者；关系者
adj. 参与的；有关系的"
accord,"n. 符合；一致；协议；自愿
vt. 使一致；给予
vi. 符合；一致"
resistance,n. 阻力；电阻；抵抗；反抗；抵抗力
faction,n. 派别；内讧；小集团；纪实小说
stalk,"n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步
vt. 追踪，潜近；高视阔步
vi. 高视阔步地走；潜近，偷偷接近"
mock,"n. 英国模拟考试（mocks）
vt. 愚弄，嘲弄
adj. 仿制的，模拟的，虚假的，不诚实的
vt. 不尊重，蔑视"
acknowledge,vt. 承认；答谢；报偿；告知已收到
crowd,"n. 群众,一伙;一堆,许多,大众
v. 拥挤,挤满,挤进
vt. 挤满,将...塞进;催促,催逼
vi. 挤,拥挤,聚集"
orthodox,"adj. 正统的；传统的；惯常的；东正教的
n. 正统的人；正统的事物"
mythic,adj. 神话的；虚构的
holy,"n. 神圣的东西
adj. 圣洁的，神圣的；至善的
（俚）太棒了"
plight,"n. 困境；境况；誓约
vt. 保证；约定"
bride,n. 新娘；姑娘，女朋友
