looter,n. 抢劫者
bygone,"n. 过去的事
adj. 过去的"
snoop,"vi. 调查，窥探
n. 私家侦探，到处窥视；爱管闲事的人
vt. 窥察，窥探"
hello,"n. 表示问候， 惊奇或唤起注意时的用语
int. 喂；哈罗"
quarter-century, 四分之一世纪
protectionist,"n. 贸易保护主义者
adj. 贸易保护主义的；保护贸易论的"
enthuse,"vt. 使热心
vi. 热心（过去式enthused，过去分词enthused，现在分词enthusing，第三人称单数enthuses）"
exclusionary,adj. 排他的
formalize,"vt. 使形式化；使正式；拘泥礼仪
vi. 拘泥于形式"
roulette,"n. 轮盘赌；刻骑缝孔的点线机；（邮票的）骑缝孔；旋轮线
vt. 给…滚压骑线孔"
peeled,"v. 剥皮（peel的过去分词）
adj. 剥去皮的"
enviable,adj. 值得羡慕的；引起忌妒的
shipwreck,"n. 海难；遇难船
vt. 使失事；使毁灭；使失败"
enchant,vt. 使迷惑；施魔法
regrettable,adj. 令人遗憾的；可惜的；可悲的；抱歉的
gripe,"n. 发牢骚；肠绞痛
vt. 绞痛；握紧；惹恼
vi. 抱怨，发牢骚；肠绞痛"
patented,adj. 专利的
chieftain,n. 酋长；首领
thistle,n.  蓟
redraw,vt. 重画
contort,"vt. 扭曲；曲解
vi. 扭曲"
belle,n. 美女
accredited,"v. 认可（accredit的过去分词形式）
adj. 公认的；可信任的"
welder,n. 焊接工
unaccustomed,adj. 不习惯的；奇怪的
boldness,n. 大胆；冒失；显著
eighth-grade, 八年级；第八级
wired,"adj. 接有电线的；以铁丝围起的；极其兴奋的
v. 以金属丝装；打电报给（wire的过去分词）"
minefield,n. 布雷区；充满隐伏危险的事物
whirl,"n. 旋转，回旋；昏乱；一连串的事；短暂的旅行
vt. 使旋转；卷走，飞快地带走
vi. 旋转，回旋；急走；头晕眼花"
defensible,adj. 可防御的；可辩护的；可拥护的
lance,"n. 长矛；执矛战士；柳叶刀
vt. 以长矛攻击；用柳叶刀割开；冲进
vi. 急速前进"
populism,
lair,"n. （野兽的） 巢穴；躲藏处
vi. 进入兽穴；在穴中休息
vt. 使陷入泥潭；放于穴中"
infatuation,n. 迷恋；醉心
admitting,v. 承认（admit的ing形式）
tiptoe,"n. 脚尖；趾尖
vi. 用脚尖走
adv. 用脚尖
adj. 踮着脚走的；偷偷摸摸的"
octave,"n. 八度音阶；八行诗；十四行诗的前八行；八个一组的事物
adj. 八个一组的；高八度音的"
deathbed,"n. 临终之时；临死所卧之床
adj. 临终时作的"
hang,"n. 悬挂；暂停，中止
vt. 悬挂，垂下；装饰；绞死；使悬而未决
vi. 悬着，垂下；被绞死；悬而不决"
stalwart,"n. 坚定分子
adj. 坚定的；健壮的"
value-added,adj. 加值的；增值的
grand,"n. 大钢琴；一千美元
adj. 宏伟的；豪华的；极重要的"
flutter,"n. 摆动；鼓翼；烦扰
vt. 拍；使焦急；使飘动
vi. 飘动；鼓翼；烦扰"
invalid,"n. 病人；残疾者
adj. 无效的；有病的；残疾的
vt. 使伤残；使退役
vi. 变得病弱；因病而奉命退役"
imperialist,"n. 帝国主义者
adj. 帝国主义的"
microchip,n. 微型集成电路片，微芯片
germinate,"vt. 使发芽；使生长
vi. 发芽；生长"
miniature,"adj. 微型的，小规模的
n. 缩图；微型画；微型图画绘画术
vt. 是…的缩影"
internist,n.  内科医生
holdout,n. 坚持，抵抗
pancreas,n.  胰腺
chiffon,"n. 薄绸；雪纺绸；女子服装装饰品
adj. 用雪纺绸制成的；因加入起沫蛋白而松软的"
buffet,"n. 自助餐；小卖部；打击；猛烈冲击
adj. 自助的；自助餐的
vi. 斗争；奋勇前进
vt. 与…搏斗；连续猛击"
imperil,vt. 危及；使陷于危险
sorcerer,n. 魔术师；男巫士
vernacular,"n. 本地话，方言；动植物的俗名
adj. 本国的；地方的；用本地语写成的"
tact,n. 机智；老练；圆滑；鉴赏力
matched,"adj. 相配的；敌得过的
v. 敌得过；和…相配（match的过去式和过去分词）"
marcher,n. 行进者，游行者
fortification,n.  设防； 防御工事；加强；配方
loll,"vi. 懒洋洋地倚靠
vt. 懒洋洋地倚靠"
shockingly,adv. 怕人地，非常地；不正当地
snipe,"n. 狙击； 鹬；香烟屁股；被开玩笑的人物
vi. 狙击； 伏击；抨击；猎鸟；诽谤
vt. 狙击"
constitutive,"n. 要素
adj. 基本的；本质的；制定的；构成分子的"
mallet,n. 棒，槌棒；木槌；球棍
wick,"n. 灯芯，蜡烛心
vt. 依靠毛细作用带走"
tinge,"n. 淡色；些许味道；风味
vt. 微染；使带气息"
second-year,第二年
mat,"n. 垫；垫子；衬边
vt. 缠结；铺席于……上
vi. 纠缠在一起
adj. 无光泽的"
savanna,n.  热带草原；热带的稀树大草原
shifter,n. 移动装置；搬移东西者
purview,n. 范围，权限；视界；条款
shackle,"n. 束缚；桎梏；脚镣
vt. 束缚；加枷锁"
masturbate,"vi. 手淫
vt. 对…行手淫"
snack,"n. 小吃，快餐；一份，部分
vi. 吃快餐，吃点心"
scavenge,"vt. 打扫；排除废气；以…为食
vi. 清除污物；打扫"
maggot,n.  蛆；空想，狂想
sizzle,"n. 嘶嘶声
vt. 把…烧得发嘶嘶声
vi. 发嘶嘶声"
lullaby,"n. 摇篮曲；催眠曲
vt. 唱摇篮曲使入睡"
orb,"n. 球；天体；圆形物
vt. 成球形；弄圆；围着
vi. 沿轨道运行"
crow,"n.  乌鸦；鸡鸣；撬棍
vi. 啼叫；报晓"
reclusive,adj. 隐居的；隐遁的
hard-boiled,adj. 煮过熟了的；不动感情的
degenerate,"n. 堕落的人
adj. 退化的；堕落的
vi. 退化；堕落
vt. 使退化；恶化"
horse-drawn,adj. 马拉的（车）；用马拖的
Aryan,"n. 雅利安人；印欧语
adj. 雅利安语系的；印欧语系的"
hyperactive,adj. 极度活跃的；活动过度的
vest,"n. 背心；汗衫
vt. 授予；使穿衣
vi. 归属；穿衣服"
slather,"n. 大量
vt. 厚厚地涂；大量使用"
respiration,n. 呼吸；呼吸作用
pagan,"adj. 异教的；异教徒的
n. 异教徒；无宗教信仰者"
sow,"n. 母猪
vt. 播种；散布；使密布
vi. 播种"
hemlock,n. 铁杉；毒芹属植物；毒胡萝卜
sell,"n. 销售；失望；推销术
vt. 销售；推销；出卖；欺骗
vi. 卖；出售；受欢迎；有销路"
skimpy,adj. 不足的；吝啬的
conclusively,adv. 最后地；决定性地
lacquer,"vt. 涂漆；使表面光泽
n. 漆；漆器"
absorbing,"v. 吸收（absorb的ing形式）
adj. 吸引人的；极有趣的"
high-pressure,"adj. 高压的；高气压的；强行的
vt. 对…施加压力；强制"
matter-of-fact,adj. 实事求是的；讲求实际的；不带感情的；平淡的
pickled,adj. 腌制的；盐渍的；烂醉如泥的
luminosity,n.  光度；光明；光辉
excise,"n. 消费税；货物税
vt. 切除；收税"
sympathetically,adv. 悲怜地，怜悯地；富有同情心地
self-pity,n. 自怜；自哀
sidle,"n. 侧走；挨近
vt. 侧身而行；悄悄贴近
vi. 侧身而行；悄悄贴近"
ameliorate,"vt. 改善；减轻（痛苦等）；改良
vi. 变得更好"
acidity,n. 酸度；酸性；酸过多；胃酸过多
cropland,n. 农田；植作物之农地
pariah,n. 贱民（印度的最下阶级）
sorcery,n. 魔术，巫术
lob,"n. 高球；笨重的人
vt. 把球挑高；打缓慢的球
vi. 蹒跚地走"
overpowering,adj. 压倒性的；无法抵抗的
unexplored,adj.  未勘查过的
finisher,n. 整理工；修整器；决定性的事件；最后优胜者
elation,n. 兴高采烈，得意洋洋
misdeed,n. 罪行；犯罪
accretion,n. 添加；增加物；连生；冲积层
buttery,"n. 食品室；配膳室；酒贮藏室
adj. 谄媚的，奉承的；涂用黄油的；像黄油样的"
unwed,adj. 未婚的；没有结婚的
hideaway,n. 潜伏处；隐匿处；退隐处
tread,"n. 踏；胎面；步态；鞋底；踏板；梯级
vi. 踏；踩；行走；交尾
vt. 踏；踩；践踏；跳；踩出"
black-eyed,adj. 黑眼珠的
shove,"n. 推；挤
vt. 挤；强使；撞；猛推"
transformer,n.  变压器；促使变化的人
jitters,"n. 神经过敏；激动（jitter的复数）
v. 抖动（jitter的三单形式）；紧张不安；使激动"
transom,n. 横梁，横楣； 气窗
adjoin,"vt. 毗连，邻接
vi. 毗连，邻接"
pelt,"n. 毛皮；打击
vt. 攻击或投掷；剥皮
vi. 连续投掷；雨等急降"
panicked,vt. 恐慌
teacup,n. 茶碗，茶杯；一茶杯容量；心理极其脆弱、不堪一击的人
screener,n. 掩护队员；分级机，筛选器；筛分工；过滤网
blemish,"n. 瑕疵；污点；缺点
vt. 玷污；损害；弄脏"
twofold,"adj. 双重的；两倍的
adv. 双重地；两倍地"
tough,"n. 恶棍
adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的
vt. 坚持；忍受，忍耐
adv. 强硬地，顽强地"
indentation,n. 压痕， 刻痕；凹陷；缩排；呈锯齿状
blurred,"v. 玷污；使…模糊不清；使感觉迟钝（blur的过去式和过去分词）
adj. 模糊不清的；被弄污的"
spreading,v. 传播（spread的ing形式）；摊开
quark,n.  夸克（理论上一种比原子更小的基本粒子）
illuminating,"adj. 照亮的，照明的；启蒙的，有启发性的
v. 照明，阐释（illuminate的现在分词形式）"
ancient,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
implode,"vt. 使内爆
vi. 向内破裂；内爆；崩溃"
yelp,"n. 尖叫，大叫；吠声
vt. （因痛而）叫喊，叫喊着说
vi. 叫喊；狗吠"
wrangling,v. 争吵（wrangle的ing形式）；争辩
goo,n. 感伤；粘性物
dike,"n. 堤防，堤坝；障碍物；（英）壕沟
vt. 筑堤防护；开沟排水（等于dyke）"
jihadist,n. 圣战主义者
Hungarian,"n. 匈牙利人；匈牙利语
adj. 匈牙利的；匈牙利语的"
sieve,"vt. 筛；滤
n.  筛子；滤网；不能保守秘密的人
vi. 筛；滤"
zigzag,"n. 之字形；Z字形
vt. 使成之字形；使曲折行进
vi. 曲折行进；作之字形行进
adj. 曲折的；锯齿形的；之字形的
adv. 曲折地；之字形地；Z字形地"
extraneous,adj. 外来的；没有关联的；来自体外的
incriminating,"adj. 归罪的
v. 牵连（incriminate的现在分词）"
daze,"n. 迷乱，眼花缭乱
vt. 使茫然；使眼花缭乱；使晕眩"
indecision,n. 优柔寡断；犹豫不决
multimillionaire,n. 千万富翁；大富豪；拥有数百万家财的富豪
providing,"conj. 假如，以…为条件
v. 供给（provide的ing形式）；预备"
unionized,"adj. 组织成工会的； 未电离的
v. 使…成立联盟；使…加入工会（unionize的过去分词）"
resuscitate,"vt. 使复苏；使复兴
vi. 恢复；复兴"
mushy,adj. 糊状的；感伤的，多愁善感的
preamble,"n. 序文；电报报头；先兆
vi. 作序文"
sandbag,"n. 沙袋
vt. 用沙袋打；在…堆沙袋"
introspective,adj. 内省的；反省的
custom-made,"adj. 定制的
v. 定做（custom-make的过去式）"
Sandinista,n. 桑地诺的支持者
hardcover,"n. 精装书；硬封面的书
adj. 精装的；硬书皮的"
wrought,"adj. 锻造的；加工的；精细的
v. 工作（work的过去分词）；wreak的过去分词"
reinvigorate,vt. 使再振作；使复兴
sixth-grade, 六年级
anemic,adj. 患贫血症的，贫血的
amiss,"adj. 有毛病的，有缺陷的；出差错的
adv. 错误地"
bandanna,n. 扎染印花大手帕（等于bandana）
unwavering,adj. 坚定的；不动摇的
deplorable,adj. 可叹的；凄惨的
broadside,"n. 舷侧；较宽的一面
adv. 侧面地；胡乱地
vt. 言语攻击"
critique,"n. 批评；评论文章
vt. 批判；评论"
baguette,n. 法国棍子面包；成长方形的宝石
redness,n. 红；红色
denizen,"n. 居民；外来语；外籍居民
vt. 给…居住权；移植"
patina,n.  铜绿；光泽；神态；圣餐盘
vaporize,"vt. 使…蒸发
vi. 蒸发"
dryness,n. 干燥；冷淡；干燥无味
deleterious,adj. 有毒的，有害的
thirty-nine,三十九
blooming,"v.  开花（bloom的ing形式）
adj. 盛开的；妙龄的"
inorganic,adj.  无机的；无生物的
crass,adj. 愚钝的；粗鲁的；非常的
justifiably,adv. 言之有理地， 无可非议地
travail,"n. 分娩的痛苦；艰苦劳动
vi. 辛勤努力；经受分娩的阵痛"
esteemed,"adj. 受人尊敬的
v. 尊敬；认为（esteem的过去分词）"
claustrophobic,"n. 幽闭恐怖症患者
adj. 患幽闭恐怖症的；导致幽闭恐怖症的"
acquiescence,n. 默许；默从
demean,vt. 贬低...的身分；举止
tank,"n. 坦克；水槽；池塘
vt. 把…贮放在柜内；打败
vi. 乘坦克行进"
shear,"n.  切变；修剪；大剪刀
vi. 剪；剪切；修剪
vt. 剪；修剪；剥夺"
taper,"n. 细蜡烛，烛芯；逐渐变弱；锥形物
vi. 逐渐减少；逐渐变弱
vt. 逐渐减少；使成锥形"
infest,vt. 骚扰；寄生于；大批出没；大批滋生
pragmatist,n. 实用主义者；爱管闲事的人
touchstone,n. 试金石；（检验）标准
spending,"n. 花费；开销
v. 花费；度过（spend的现在分词形式）"
angelic,adj. 天使的；似天使的；天国的
merciful,adj. 仁慈的；慈悲的；宽容的
uninformed,adj. 无知的；未被通知的；未受教育的；不学无术的
dour,adj. 严厉的；顽强的；阴沉的；不爱讲话的
chaser,n. 驱逐舰；猎人；饮烈酒后喝的饮料； 螺纹梳刀
flaky,adj. 薄片的；薄而易剥落的；古里古怪的
debunk,vt. 揭穿；拆穿…的假面具；暴露
heretic,"adj. 异端的；异教的
n. 异教徒，异端者"
polemic,"n. 争论；辩论者
adj. 好争论的"
cantaloupe,n. 哈密瓜；香瓜； 罗马甜瓜
singularly,adv. 异常地；非常地；令人无法理解地
demented,"adj. 发狂的，疯狂的；精神错乱的
v. 精神错乱；变得痴呆（dement的过去分词）"
lope,"vi. 大步慢跑
vt. 使…大步慢跑
n. 大步慢跑"
forty-seven,四十七
antebellum,adj. （美国南北）战争前的
exterminate,vt. 消灭；根除
soundbite,n. 一小段话；摘录
cobbler,n. 补鞋匠；工匠；冷饮料；脆皮水果馅饼
profane,"adj. 亵渎的；世俗的；异教的
vt. 亵渎；玷污"
fibrosis,n.  纤维化， 纤维变性
favoritism,n. 偏袒；得宠
daydream,"n. 白日梦
vi. 做白日梦"
pudgy,adj. 矮胖的；短而粗的
blithely,adv. 快活地；无忧无虑地
bawl,"n. 叫骂声
vt. 大声叫出；大声宣布；叫卖
vi. 大叫；放声痛哭"
buffer,"n.  缓冲区；缓冲器， 减震器
vt. 缓冲"
unseat,vt. 罢免；剥夺…的席位；使失去资格；使从座位上（或马背上）摔下
tranquilizer,n. 镇定剂；使镇定的人或物
filtering,v.  过滤，滤除（filter的ing形式）
tirelessly,adv. 不知疲倦地；不屈不挠地
Armenian,"n. 亚美尼亚语；亚美尼亚人
adj. 亚美尼亚的；亚美尼亚人的"
gizmo,n. 小发明（等于gismo ）
dishonesty,n. 不诚实；欺诈；不正直
unkind,adj. 无情的；不仁慈的，不厚道的
superhero,n. 超级英雄
connote,vt. 意味着；含言外之意
chronicler,n. 记录者；年代史编者
chopsticks,n. 筷子
speeding,"n. 超速行驶
v. 促进（speed的ing形式）
adj. 高速行驶的"
festoon,"n. 花彩； 花彩装饰物
vt. 结彩于； 以花彩装饰"
willfully,adv. 故意地；任性固执地
attainable,adj. 可得到的；可达到的；可到达的
horticultural,adj. 园艺的
unfairness,n. 不公平，不公正；不正当
bus,"n. 公共汽车
乘公共汽车"
landlady,n. 女房东；女地主；女店主
big-name,adj. 大名鼎鼎的
vex,"vt. 使烦恼；使困惑；使恼怒
vi. 烦恼"
whoop,"n. 大叫；哮喘声；呐喊；一点点
vt. 高声说；唤起
vi. 叫喊；喘息"
grotto,n. 岩穴，洞穴；人工洞室
unchanging,adj. 不变的
alienating,"使疏远
离间
转让（alienate的现在分词）"
two-lane,双车道
papa,n. 爸爸（儿语，等于poppa）
dotted,"v. 点缀（dot的过去分词）；布满；打点于
adj. 星罗棋布的；有点的"
reincarnation,n. 再生；化身
feared,v. 畏惧( fear的过去式和过去分词 )；为…忧虑（或担心、焦虑）；敬畏（神等）；感到害怕
sicken,"vt. 使患病；使恶心；使嫌恶
vi. 生病；变厌腻"
sit-up,n. 仰卧起坐
turquoise,"n. 绿松石；蓝绿色
adj. 蓝绿色的"
talkative,adj. 饶舌的；多话的；多嘴的；爱说话的
peppercorn,n. 干胡椒；象征性租金；空有其名的象征性房租
great-grandmother,n. 曾祖母；外曾祖母
hardness,n.  硬度；坚硬；困难；冷酷
digitize,vt.  数字化
to-do,n. 要办的事；骚乱；大惊小怪
inexorable,adj. 无情的；不屈不挠的；不可阻挡的；无法改变的
cola,n. 可乐；可乐树（其子含咖啡碱）
gist,n. 主旨，要点；依据
blended,"v.  混合（blend的过去式和过去分词）
adj. 混杂的；数种混合的"
